1100-01-01-011-0000-00000-00000-000-524001-,,,,,,,,,,
,,,,,,,,,,
11000011,524004,     ,Supplies - Books/Audio Visual ,0,150,150,0,150,150,0.00%
1100-01-01-011-0000-00000-00000-000-524004-,,,,,,,,,,
,,,,,,,,,,
11000011,524009,     ,Services - Postage            ,0,0,0,0,0,0,0.00%
1100-01-01-011-0000-00000-00000-000-524009-,,,,,,,,,,
,,,,,,,,,,
11000011,525001,     ,Insurance & Bonds             ,0,0,0,0,0,0,0.00%
1100-01-01-011-0000-00000-00000-000-525001-,,,,,,,,,,
,,,,,,,,,,
11000011,528010,     ,Special  Events               ,0,1500,1500,0,1500,1500,0.00%
1100-01-01-011-0000-00000-00000-000-528010-,,,,,,,,,,
,,,,,,,,,,
11000011,528502,     ,Telephone                     ,0,1200,1200,84.78,1200,1200,0.00%
1100-01-01-011-0000-00000-00000-000-528502-,,,,,,,,,,
,,,,,,,,,,
11000011,528505,     ,Cellular Usage                ,0,0,0,0,0,0,0.00%
1100-01-01-011-0000-00000-00000-000-528505-,,,,,,,,,,
,,,,,,,,,,
11000011,571004,     ,Motor Pool Charges            ,0,0,0,0,0,0,0.00%
1100-01-01-011-0000-00000-00000-000-571004-,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
TOTAL,Governing Body Divisio,,,10763.67,176716,182716,16222.47,182716,225780,23.60%
,,,,,,,,,,
12,City Clerk Division,,,,,,,,,
11000012,450000,     ,Sales and Services            ,-202,0,0,0,0,0,0.00%
1100-01-01-012-0000-00000-00000-000-450000-,,,,,,,,,,
,,,,,,,,,,
11000012,450001,     ,Applications Fees             ,-45,0,0,-45,0,0,0.00%
1100-01-01-012-0000-00000-00000-000-450001-,,,,,,,,,,
,,,,,,,,,,
11000012,511001,     ,Compensation - Full Time Reg  ,4506.26,87624,87624,4402.54,87624,88501,1.00%
1100-01-01-012-0000-00000-00000-000-511001-,,,,,,,,,,
,,,,,,,,,,
11000012,512001,     ,FICA Tax Expense              ,339.47,6703,6703,332.11,6703,6770,1.00%
1100-01-01-012-0000-00000-00000-000-512001-,,,,,,,,,,
,,,,,,,,,,
11000012,512002,     ,Employer - LGERS              ,318.59,6195,6195,311.26,6195,6328,2.10%
1100-01-01-012-0000-00000-00000-000-512002-,,,,,,,,,,
,,,,,,,,,,
11000012,512005,     ,Employer - 401(K)             ,225.31,4381,4381,220.13,4381,4425,1.00%
1100-01-01-012-0000-00000-00000-000-512005-,,,,,,,,,,
,,,,,,,,,,
11000012,512012,     ,Vehicle Allowance             ,125.54,2400,2400,119.08,2400,2400,0.00%
1100-01-01-012-0000-00000-00000-000-512012-,,,,,,,,,,
,,,,,,,,,,
11000012,512014,     ,Group Insurance Expense       ,491.36,9296,9296,484.82,9296,8932,-3.90%
1100-01-01-012-0000-00000-00000-000-512014-,,,,,,,,,,
,,,,,,,,,,
11000012,521001,     ,Contracted Services           ,0,0,0,0,0,0,0.00%
1100-01-01-012-0000-00000-00000-000-521001-,,,,,,,,,,
,,,,,,,,,,
11000012,521002,     ,Professional Services         ,0,0,0,0,0,0,0.00%
1100-01-01-012-0000-00000-00000-000-521002-,,,,,,,,,,
,,,,,,,,,,
11000012,521008,     ,Services - Copying and Dupl   ,0,300,300,0,300,100,-66.70%
1100-01-01-012-0000-00000-00000-000-521008-,,,,,,,,,,
,,,,,,,,,,
11000012,522001,     ,Maintenance and Repairs       ,0,0,0,0,0,0,0.00%
1100-01-01-012-0000-00000-00000-000-522001-,,,,,,,,,,
,,,,,,,,,,
11000012,523001,     ,Training                      ,0,1850,1850,0,1850,1950,5.40%
1100-01-01-012-0000-00000-00000-000-523001-,,,,,,,,,,
,,,,,,,,,,
11000012,523002,     ,Dues & Subscriptions          ,0,185,185,0,185,185,0.00%
1100-01-01-012-0000-00000-00000-000-523002-,,,,,,,,,,
,,,,,,,,,,
11000012,524001,     ,Supplies - Other              ,0,360,360,42.99,360,650,80.60%
1100-01-01-012-0000-00000-00000-000-524001-,,,,,,,,,,
,,,,,,,,,,
11000012,524020,     ,P-Card Clearing               ,0,0,0,0,0,0,0.00%
1100-01-01-012-0000-00000-00000-000-524020-,,,,,,,,,,
,,,,,,,,,,
11000012,528502,     ,Telephone                     ,0,170,170,14.13,170,176,3.50%
1100-01-01-012-0000-00000-00000-000-528502-,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
TOTAL,City Clerk Division   ,,,5759.53,119464,119464,5882.06,119464,120417,0.80%
,,,,,,,,,,
13,City Manager,,,,,,,,,
11000013,450000,     ,Sales and Services            ,0,0,0,0,0,0,0.00%
1100-01-01-013-0000-00000-00000-000-450000-,,,,,,,,,,
,,,,,,,,,,
11000013,511001,     ,Compensation - Full Time Reg  ,22956.7,449266,461266,22870.39,449266,465476,0.90%
1100-01-01-013-0000-00000-00000-000-511001-,,,,,,,,,,
,,,,,,,,,,
11000013,511003,     ,Compensation - Temp/Seasonal  ,600,0,0,0,0,0,0.00%
1100-01-01-013-0000-00000-00000-000-511003-,,,,,,,,,,
,,,,,,,,,,
11000013,511004,     ,Compensation - Overtime       ,0,0,0,0,0,0,0.00%
1100-01-01-013-0000-00000-00000-000-511004-,,,,,,,,,,
,,,,,,,,,,
11000013,511010,     ,Quality of Serv Award         ,0,0,0,0,0,0,0.00%
1100-01-01-013-0000-00000-00000-000-511010-,,,,,,,,,,
,,,,,,,,,,
11000013,512001,     ,FICA Tax Expense              ,1760,34369,34369,1730.94,34369,35609,3.60%
1100-01-01-013-0000-00000-00000-000-512001-,,,,,,,,,,
,,,,,,,,,,
11000013,512002,     ,Employer - LGERS              ,1623.03,31228,31228,1595.89,31228,33282,6.60%
1100-01-01-013-0000-00000-00000-000-512002-,,,,,,,,,,
,,,,,,,,,,
11000013,512005,     ,Employer - 401(K)             ,1147.83,22085,22085,1128.63,22085,23274,5.40%
1100-01-01-013-0000-00000-00000-000-512005-,,,,,,,,,,
,,,,,,,,,,
11000013,512006,     ,Employer - 457                ,185,0,0,0,0,0,0.00%
1100-01-01-013-0000-00000-00000-000-512006-,,,,,,,,,,
,,,,,,,,,,
11000013,512010,     ,Workers Compensation          ,0,0,0,0,0,13767,0.00%
1100-01-01-013-0000-00000-00000-000-512010-,,,,,,,,,,
,,,,,,,,,,
11000013,512011,     ,Unemployment                  ,0,1538,1756,0,1538,1621,-7.70%
1100-01-01-013-0000-00000-00000-000-512011-,,,,,,,,,,
,,,,,,,,,,
11000013,512012,     ,Vehicle Allowance             ,690.47,13217,13217,357.24,13217,13217,0.00%
1100-01-01-013-0000-00000-00000-000-512012-,,,,,,,,,,
,,,,,,,,,,
11000013,512014,     ,Group Insurance Expense       ,2720.66,46480,46480,2053.37,46480,44660,-3.90%
1100-01-01-013-0000-00000-00000-000-512014-,,,,,,,,,,
,,,,,,,,,,
11000013,512020,     ,Fringe Ben - Housing Allowance,0,12000,0,0,12000,0,0.00%
1100-01-01-013-0000-00000-00000-000-512020-,,,,,,,,,,
,,,,,,,,,,
11000013,512024,     ,OPEB Pension Contributions    ,0,5884,5884,0,5884,8378,42.40%
1100-01-01-013-0000-00000-00000-000-512024-,,,,,,,,,,
,,,,,,,,,,
11000013,521001,     ,Contracted Services           ,0,0,0,0,0,0,0.00%
1100-01-01-013-0000-00000-00000-000-521001-,,,,,,,,,,
,,,,,,,,,,
11000013,521002,     ,Professional Services         ,0,0,0,0,0,0,0.00%
1100-01-01-013-0000-00000-00000-000-521002-,,,,,,,,,,
,,,,,,,,,,
11000013,521004,     ,Rental/Lease                  ,304.45,5800,3568,3567.24,3568,5800,62.60%
1100-01-01-013-0000-00000-00000-000-521004-,,,,,,,,,,
,,,,,,,,,,
11000013,521008,     ,Services - Copying and Dupl   ,0,100,100,0,100,100,0.00%
1100-01-01-013-0000-00000-00000-000-521008-,,,,,,,,,,
,,,,,,,,,,
11000013,521009,     ,Services - Advertising        ,0,0,0,0,0,0,0.00%
1100-01-01-013-0000-00000-00000-000-521009-,,,,,,,,,,
,,,,,,,,,,
11000013,522002,     ,Maint & Repair - Equipment    ,0,100,4314,4213.6,4314,100,-97.70%
1100-01-01-013-0000-00000-00000-000-522002-,,,,,,,,,,
,,,,,,,,,,
11000013,523001,     ,Training                      ,-77.5,18000,18000,2201.31,18000,20000,11.10%
1100-01-01-013-0000-00000-00000-000-523001-,,,,,,,,,,
,,,,,,,,,,
11000013,523002,     ,Dues & Subscriptions          ,-37.5,3500,3500,0,3500,3500,0.00%
1100-01-01-013-0000-00000-00000-000-523002-,,,,,,,,,,
,,,,,,,,,,
11000013,524001,     ,Supplies - Other              ,25.74,10000,8018,255.62,8018,10000,24.70%
1100-01-01-013-0000-00000-00000-000-524001-,,,,,,,,,,
,,,,,,,,,,
11000013,524004,     ,Supplies - Books/Audio Visual ,0,300,300,0,300,500,66.70%
1100-01-01-013-0000-00000-00000-000-524004-,,,,,,,,,,
,,,,,,,,,,
11000013,524009,     ,Services - Postage            ,51.98,2500,2500,83.9,2500,2500,0.00%
1100-01-01-013-0000-00000-00000-000-524009-,,,,,,,,,,
,,,,,,,,,,
11000013,524020,     ,P-Card Clearing               ,0,0,0,0,0,0,0.00%
1100-01-01-013-0000-00000-00000-000-524020-,,,,,,,,,,
,,,,,,,,,,
11000013,525001,     ,Insurance & Bonds             ,4888.5,54989,50000,4166.67,50000,50000,0.00%
1100-01-01-013-0000-00000-00000-000-525001-,,,,,,,,,,
,,,,,,,,,,
11000013,528003,     ,Mileage Reimbursement         ,0,0,0,0,0,0,0.00%
1100-01-01-013-0000-00000-00000-000-528003-,,,,,,,,,,
,,,,,,,,,,
11000013,528502,     ,Telephone                     ,0,1896,1896,268.47,1896,1896,0.00%
1100-01-01-013-0000-00000-00000-000-528502-,,,,,,,,,,
,,,,,,,,,,
11000013,528505,     ,Cellular Usage                ,0,2000,2000,335.07,2000,2200,10.00%
1100-01-01-013-0000-00000-00000-000-528505-,,,,,,,,,,
,,,,,,,,,,
11000013,528506,     ,Pager Service                 ,0,0,0,0,0,0,0.00%
1100-01-01-013-0000-00000-00000-000-528506-,,,,,,,,,,
,,,,,,,,,,
11000013,571004,     ,Motor Pool Charges            ,0,0,0,22,0,0,0.00%
1100-01-01-013-0000-00000-00000-000-571004-,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
TOTAL,City Manager          ,,,36839.36,715252,710481,44850.34,710263,735880,3.60%
,,,,,,,,,,
14,City Hall Operations,,,,,,,,,
11000014,450500,     ,Concessions                   ,0,0,0,0,0,0,0.00%
1100-01-01-014-0000-00000-00000-000-450500-,,,,,,,,,,
,,,,,,,,,,
11000014,511001,     ,Compensation - Full Time Reg  ,8676.44,199791,199791,9880.85,199791,201929,1.10%
1100-01-01-014-0000-00000-00000-000-511001-,,,,,,,,,,
,,,,,,,,,,
11000014,511002,     ,Compensation - Part Time      ,0,0,0,0,0,0,0.00%
1100-01-01-014-0000-00000-00000-000-511002-,,,,,,,,,,
,,,,,,,,,,
11000014,511003,     ,Compensation - Temp/Seasonal  ,0,0,0,0,0,0,0.00%
1100-01-01-014-0000-00000-00000-000-511003-,,,,,,,,,,
,,,,,,,,,,
11000014,511004,     ,Compensation - Overtime       ,1023.69,8500,8500,137.33,8500,8500,0.00%
1100-01-01-014-0000-00000-00000-000-511004-,,,,,,,,,,
,,,,,,,,,,
11000014,512001,     ,FICA Tax Expense              ,692.69,15934,15934,705.65,15934,16098,1.00%
1100-01-01-014-0000-00000-00000-000-512001-,,,,,,,,,,
,,,,,,,,,,
11000014,512002,     ,Employer - LGERS              ,685.8,14726,14726,708.28,14726,15046,2.20%
1100-01-01-014-0000-00000-00000-000-512002-,,,,,,,,,,
,,,,,,,,,,
11000014,512005,     ,Employer - 401(K)             ,485.01,10415,10415,500.9,10415,10521,1.00%
1100-01-01-014-0000-00000-00000-000-512005-,,,,,,,,,,
,,,,,,,,,,
11000014,512014,     ,Group Insurance Expense       ,1860.54,65072,65072,2698.07,65072,62524,-3.90%
1100-01-01-014-0000-00000-00000-000-512014-,,,,,,,,,,
,,,,,,,,,,
11000014,521001,     ,Contracted Services           ,2382.76,25000,35660,0,25000,25000,-29.90%
1100-01-01-014-0000-00000-00000-000-521001-,,,,,,,,,,
,,,,,,,,,,
11000014,521006,     ,Services - Janitorial         ,845.88,12500,12500,1640.33,12500,29103,132.80%
1100-01-01-014-0000-00000-00000-000-521006-,,,,,,,,,,
,,,,,,,,,,
11000014,521008,     ,Services - Copying and Dupl   ,0,0,0,0,0,0,0.00%
1100-01-01-014-0000-00000-00000-000-521008-,,,,,,,,,,
,,,,,,,,,,
11000014,523001,     ,Training                      ,0,1000,1000,0,1000,1000,0.00%
1100-01-01-014-0000-00000-00000-000-523001-,,,,,,,,,,
,,,,,,,,,,
11000014,523002,     ,Dues & Subscriptions          ,0,100,100,0,100,100,0.00%
1100-01-01-014-0000-00000-00000-000-523002-,,,,,,,,,,
,,,,,,,,,,
11000014,524001,     ,Supplies - Other              ,0,6000,6078,102.33,6078,1000,-83.50%
1100-01-01-014-0000-00000-00000-000-524001-,,,,,,,,,,
,,,,,,,,,,
11000014,524005,     ,Supplies - Uniforms           ,0,1700,1700,94.99,1700,1700,0.00%
1100-01-01-014-0000-00000-00000-000-524005-,,,,,,,,,,
,,,,,,,,,,
11000014,524009,     ,Services - Postage            ,127601.05,125000,168842.52,43842.42,168833.52,125000,-26.00%
1100-01-01-014-0000-00000-00000-000-524009-,,,,,,,,,,
,,,,,,,,,,
11000014,524020,     ,P-Card Clearing               ,0,0,0,0,0,0,0.00%
1100-01-01-014-0000-00000-00000-000-524020-,,,,,,,,,,
,,,,,,,,,,
11000014,528001,     ,Licenses Taxes & Fees         ,0,0,0,0,0,0,0.00%
1100-01-01-014-0000-00000-00000-000-528001-,,,,,,,,,,
,,,,,,,,,,
11000014,528502,     ,Telephone                     ,0,755,755,28.26,755,755,0.00%
1100-01-01-014-0000-00000-00000-000-528502-,,,,,,,,,,
,,,,,,,,,,
11000014,528505,     ,Cellular Usage                ,0,3600,3600,228.69,3600,3600,0.00%
1100-01-01-014-0000-00000-00000-000-528505-,,,,,,,,,,
,,,,,,,,,,
11000014,528999,     ,Other Expense                 ,0,0,0,0,0,0,0.00%
1100-01-01-014-0000-00000-00000-000-528999-,,,,,,,,,,
,,,,,,,,,,
11000014,571001,     ,Fleet Maintenance Charges     ,0,943,943,0,943,0,-100.00%
1100-01-01-014-0000-00000-00000-000-571001-,,,,,,,,,,
,,,,,,,,,,
11000014,571002,     ,Fleet Fuel Charges            ,117.09,0,150,0,0,300,100.00%
1100-01-01-014-0000-00000-00000-000-571002-,,,,,,,,,,
,,,,,,,,,,
11000014,574007,     ,Cost Transfers                ,-5880.1,-100000,-100000,-5219.68,-100000,-100000,0.00%
1100-01-01-014-0000-00000-00000-000-574007-,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
TOTAL,City Hall Operations  ,,,138490.85,391036,445766.52,55348.42,434947.52,402176,-9.80%
,,,,,,,,,,
15,Community Relations,,,,,,,,,
11000015,437100,     ,Restrictd Intergv Otr Loc Part,0,0,0,0,0,0,0.00%
1100-01-01-015-0000-00000-00000-000-437100-,,,,,,,,,,
,,,,,,,,,,
11000015,450000,     ,Sales and Services            ,0,0,0,0,0,0,0.00%
1100-01-01-015-0000-00000-00000-000-450000-,,,,,,,,,,
,,,,,,,,,,
11000015,511001,     ,Compensation - Full Time Reg  ,10835.64,210700,272717,10586.26,210700,365214,33.90%
1100-01-01-015-0000-00000-00000-000-511001-,,,,,,,,,,
,,,,,,,,,,
11000015,511003,     ,Compensation - Temp/Seasonal  ,469.8,0,16890,0,0,5795,-65.70%
1100-01-01-015-0000-00000-00000-000-511003-,,,,,,,,,,
,,,,,,,,,,
11000015,511004,     ,Compensation - Overtime       ,0,0,0,0,0,0,0.00%
1100-01-01-015-0000-00000-00000-000-511004-,,,,,,,,,,
,,,,,,,,,,
11000015,511010,     ,Quality of Serv Award         ,0,0,0,0,0,0,0.00%
1100-01-01-015-0000-00000-00000-000-511010-,,,,,,,,,,
,,,,,,,,,,
11000015,512001,     ,FICA Tax Expense              ,813.38,16119,17212,740.58,16119,28382,64.90%
1100-01-01-015-0000-00000-00000-000-512001-,,,,,,,,,,
,,,,,,,,,,
11000015,512002,     ,Employer - LGERS              ,766.07,14896,14896,748.45,14896,26113,75.30%
1100-01-01-015-0000-00000-00000-000-512002-,,,,,,,,,,
,,,,,,,,,,
11000015,512005,     ,Employer - 401(K)             ,541.8,10535,10535,529.31,10535,18261,73.30%
1100-01-01-015-0000-00000-00000-000-512005-,,,,,,,,,,
,,,,,,,,,,
11000015,512012,     ,Vehicle Allowance             ,0,0,0,0,0,0,0.00%
1100-01-01-015-0000-00000-00000-000-512012-,,,,,,,,,,
,,,,,,,,,,
11000015,512014,     ,Group Insurance Expense       ,1187.31,37184,37184,1892.78,37184,62524,68.10%
1100-01-01-015-0000-00000-00000-000-512014-,,,,,,,,,,
,,,,,,,,,,
11000015,521001,     ,Contracted Services           ,11562.5,64200,36500,0,64200,45000,23.30%
1100-01-01-015-0000-00000-00000-000-521001-,,,,,,,,,,
,,,,,,,,,,
11000015,521002,     ,Professional Services         ,0,0,0,0,0,0,0.00%
1100-01-01-015-0000-00000-00000-000-521002-,,,,,,,,,,
,,,,,,,,,,
11000015,521004,     ,Rental/Lease                  ,0,0,0,0,0,0,0.00%
1100-01-01-015-0000-00000-00000-000-521004-,,,,,,,,,,
,,,,,,,,,,
11000015,521007,     ,Services - Outside Printing   ,0,0,0,0,0,0,0.00%
1100-01-01-015-0000-00000-00000-000-521007-,,,,,,,,,,
,,,,,,,,,,
11000015,521008,     ,Services - Copying and Dupl   ,0,700,700,0,700,700,0.00%
1100-01-01-015-0000-00000-00000-000-521008-,,,,,,,,,,
,,,,,,,,,,
11000015,521009,     ,Services - Advertising        ,0,0,0,0,0,0,0.00%
1100-01-01-015-0000-00000-00000-000-521009-,,,,,,,,,,
,,,,,,,,,,
11000015,522002,     ,Maint & Repair - Equipment    ,0,0,0,0,0,0,0.00%
1100-01-01-015-0000-00000-00000-000-522002-,,,,,,,,,,
,,,,,,,,,,
11000015,523001,     ,Training                      ,0,2800,2800,0,2800,3800,35.70%
1100-01-01-015-0000-00000-00000-000-523001-,,,,,,,,,,
,,,,,,,,,,
11000015,523002,     ,Dues & Subscriptions          ,0,1600,14300,219.98,1600,16800,17.50%
1100-01-01-015-0000-00000-00000-000-523002-,,,,,,,,,,
,,,,,,,,,,
11000015,524001,     ,Supplies - Other              ,0,5000,9741.8,5058.67,9741.8,5000,-48.70%
1100-01-01-015-0000-00000-00000-000-524001-,,,,,,,,,,
,,,,,,,,,,
11000015,524004,     ,Supplies - Books/Audio Visual ,0,150,150,0,150,150,0.00%
1100-01-01-015-0000-00000-00000-000-524004-,,,,,,,,,,
,,,,,,,,,,
11000015,524009,     ,Services - Postage            ,0,0,0,0,0,0,0.00%
1100-01-01-015-0000-00000-00000-000-524009-,,,,,,,,,,
,,,,,,,,,,
11000015,524020,     ,P-Card Clearing               ,0,0,0,0,0,0,0.00%
1100-01-01-015-0000-00000-00000-000-524020-,,,,,,,,,,
,,,,,,,,,,
11000015,524101,     ,Materials                     ,0,0,0,0,0,0,0.00%
1100-01-01-015-0000-00000-00000-000-524101-,,,,,,,,,,
,,,,,,,,,,
11000015,528001,     ,Licenses Taxes & Fees         ,0,0,0,0,0,0,0.00%
1100-01-01-015-0000-00000-00000-000-528001-,,,,,,,,,,
,,,,,,,,,,
11000015,528003,     ,Mileage Reimbursement         ,0,500,500,0,500,500,0.00%
1100-01-01-015-0000-00000-00000-000-528003-,,,,,,,,,,
,,,,,,,,,,
11000015,528502,     ,Telephone                     ,0,400,400,28.26,400,1232,208.00%
1100-01-01-015-0000-00000-00000-000-528502-,,,,,,,,,,
,,,,,,,,,,
11000015,528505,     ,Cellular Usage                ,0,2000,2000,269.05,2000,2000,0.00%
1100-01-01-015-0000-00000-00000-000-528505-,,,,,,,,,,
,,,,,,,,,,
11000015,571001,     ,Fleet Maintenance Charges     ,0,0,0,0,0,0,0.00%
1100-01-01-015-0000-00000-00000-000-571001-,,,,,,,,,,
,,,,,,,,,,
11000015,574007,     ,Cost Transfers                ,0,0,0,0,0,0,0.00%
1100-01-01-015-0000-00000-00000-000-574007-,,,,,,,,,,
,,,,,,,,,,
11001015,436000,     ,Restrictd Intergv State Parti ,0,0,0,0,0,0,0.00%
1100-01-01-015-1015-00000-00000-000-436000-,,,,,,,,,,
,,,,,,,,,,
11001015,521001,     ,Contracted Services           ,2202.06,0,0,0,0,0,0.00%
1100-01-01-015-1015-00000-00000-000-521001-,,,,,,,,,,
,,,,,,,,,,
11090015,498200,     ,Oper Transfers Grant Fund     ,0,0,0,0,0,0,0.00%
1100-99-01-015-0000-00000-00000-000-498200-,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
TOTAL,Community Relations   ,,,28378.56,366784,436525.8,20073.34,371525.8,581471,33.20%
,,,,,,,,,,
16,Sustainability Division,,,,,,,,,
11000016,435000,     ,Restricted Intergov Fed Grants,0,0,0,0,0,0,0.00%
1100-01-01-016-0000-00000-00000-000-435000-,,,,,,,,,,
,,,,,,,,,,
11000016,436000,     ,Restrictd Intergv State Grants,0,0,0,0,0,0,0.00%
1100-01-01-016-0000-00000-00000-000-436000-,,,,,,,,,,
,,,,,,,,,,
11000016,437100,     ,Restrictd Intergv Otr Loc Part,0,0,0,0,0,0,0.00%
1100-01-01-016-0000-00000-00000-000-437100-,,,,,,,,,,
,,,,,,,,,,
11000016,483300,     ,Private Donations             ,0,0,0,0,0,0,0.00%
1100-01-01-016-0000-00000-00000-000-483300-,,,,,,,,,,
,,,,,,,,,,
11000016,488014,     ,Energy Efficiency Rebate      ,-256.02,0,0,0,0,0,0.00%
1100-01-01-016-0000-00000-00000-000-488014-,,,,,,,,,,
,,,,,,,,,,
11000016,511001,     ,Compensation - Full Time Reg  ,3367.3,107152,107152,2193.21,107152,108225,1.00%
1100-01-01-016-0000-00000-00000-000-511001-,,,,,,,,,,
,,,,,,,,,,
11000016,511002,     ,Compensation - Part Time      ,1714.58,0,0,2093.9,0,0,0.00%
1100-01-01-016-0000-00000-00000-000-511002-,,,,,,,,,,
,,,,,,,,,,
11000016,511003,     ,Compensation - Temp/Seasonal  ,324,0,6926,0,0,0,-100.00%
1100-01-01-016-0000-00000-00000-000-511003-,,,,,,,,,,
,,,,,,,,,,
11000016,511004,     ,Compensation - Overtime       ,0,0,0,0,0,0,0.00%
1100-01-01-016-0000-00000-00000-000-511004-,,,,,,,,,,
,,,,,,,,,,
11000016,511010,     ,Quality of Serv Award         ,0,1056,1056,0,1056,1056,0.00%
1100-01-01-016-0000-00000-00000-000-511010-,,,,,,,,,,
,,,,,,,,,,
11000016,512001,     ,FICA Tax Expense              ,407.35,8278,8808,312.38,8278,8360,-5.10%
1100-01-01-016-0000-00000-00000-000-512001-,,,,,,,,,,
,,,,,,,,,,
11000016,512002,     ,Employer - LGERS              ,359.29,7650,7650,303.1,7650,7814,2.10%
1100-01-01-016-0000-00000-00000-000-512002-,,,,,,,,,,
,,,,,,,,,,
11000016,512005,     ,Employer - 401(K)             ,254.1,5410,5410,214.36,5410,5464,1.00%
1100-01-01-016-0000-00000-00000-000-512005-,,,,,,,,,,
,,,,,,,,,,
11000016,512014,     ,Group Insurance Expense       ,509.89,18592,18592,891.72,18592,17864,-3.90%
1100-01-01-016-0000-00000-00000-000-512014-,,,,,,,,,,
,,,,,,,,,,
11000016,521001,     ,Contracted Services           ,17739.5,13700,169268.03,6418.03,20118.03,5000,-97.00%
1100-01-01-016-0000-00000-00000-000-521001-,,,,,,,,,,
,,,,,,,,,,
11000016,521002,     ,Professional Services         ,0,0,0,0,0,0,0.00%
1100-01-01-016-0000-00000-00000-000-521002-,,,,,,,,,,
,,,,,,,,,,
11000016,521004,     ,Rental/Lease                  ,0,0,768,766.68,768,768,0.00%
1100-01-01-016-0000-00000-00000-000-521004-,,,,,,,,,,
,,,,,,,,,,
11000016,521007,     ,Services - Outside Printing   ,0,0,0,0,0,1000,0.00%
1100-01-01-016-0000-00000-00000-000-521007-,,,,,,,,,,
,,,,,,,,,,
11000016,521008,     ,Services - Copying and Dupl   ,0,1200,0,0,432,0,0.00%
1100-01-01-016-0000-00000-00000-000-521008-,,,,,,,,,,
,,,,,,,,,,
11000016,522002,     ,Maint & Repair - Equipment    ,0,0,0,0,0,0,0.00%
1100-01-01-016-0000-00000-00000-000-522002-,,,,,,,,,,
,,,,,,,,,,
11000016,523001,     ,Training                      ,0,1600,1600,235,1600,2000,25.00%
1100-01-01-016-0000-00000-00000-000-523001-,,,,,,,,,,
,,,,,,,,,,
11000016,523002,     ,Dues & Subscriptions          ,0,1200,1632,0,1200,2000,22.50%
1100-01-01-016-0000-00000-00000-000-523002-,,,,,,,,,,
,,,,,,,,,,
11000016,524001,     ,Supplies - Other              ,0,3000,41000,364.98,3000,3000,-92.70%
