6500-95-21-950-0000-00000-00000-000-574006- Health Services Charges                       ,0,0,0,0,0,0,0.00%
6500-95-21-950-0000-00000-00000-000-574008- Charges - Cost Allocations                    ,0,0,0,0,0,0,0.00%
6500-95-21-950-0000-00000-00000-000-614101- Mach & Equipment                              ,0,10446,10446,0,0,10446,0.00%
6500-95-21-950-0000-00000-00000-000-712101- Interest Expense                              ,3194,0,3194,0,0,3194,0.00%
,,,,,,,
65009500,FTA Pass Through,,,,,,
,,,,,,,
6500-95-21-950-9500-00000-00000-000-435000- Restricted Intergov Fed Grants                ,0,0,0,0,0,0,0.00%
6500-95-21-950-9500-00000-00000-000-435507- Restr Intrgv Fed FTA - PassThr                ,-553500,0,-553500,-223676,0,-329824,40.40%
6500-95-21-950-9500-00000-00000-000-435516- Rstrtd Intrgv - FTA JARC                      ,0,0,0,-33128,0,33128,0.00%
6500-95-21-950-9500-00000-00000-000-521001- Contracted Services                           ,0,0,0,0,0,0,0.00%
6500-95-21-950-9500-00000-00000-000-524001- Supplies - Other                              ,0,0,0,0,0,0,0.00%
6500-95-21-950-9500-00000-00000-000-524003- Supplies - Safety Equipment                   ,0,0,0,0,0,0,0.00%
6500-95-21-950-9500-00000-00000-000-524005- Supplies - Uniforms                           ,0,0,0,0,0,0,0.00%
6500-95-21-950-9500-00000-00000-000-524006- Supplies - Fleet Parts                        ,0,0,0,0,0,0,0.00%
6500-95-21-950-9500-00000-00000-000-528502- Telephone                                     ,0,0,0,0,0,0,0.00%
6500-95-21-950-9500-00000-00000-000-528505- Cellular Usage                                ,0,0,0,0,0,0,0.00%
,,,,,,,
65090950,Mass Tr Fd - Transit Admin,,,,,,
,,,,,,,
6500-99-21-950-0000-00000-00000-000-498200- Oper Transfers Grant Fund                     ,0,0,0,2565,0,-2565,0.00%
6500-99-21-950-0000-00000-00000-000-498201- Oper Transfers CDBG Fund                      ,0,0,0,0,0,0,0.00%
6500-99-21-950-0000-00000-00000-000-498638- Oper Transfers Transit Cap Pro                ,0,0,0,0,0,0,0.00%
6500-99-21-950-0000-00000-00000-000-498641- Oper Trans from Water Cap Fd                  ,0,0,0,0,0,0,0.00%
6500-99-21-950-0000-00000-00000-000-800651- Transfer to Transit Capital Fu                ,0,0,0,56323.95,0,-56323.95,0.00%
,,,,,,,
TOTAL Transit Administration Div    ,348034,6222,354256,-2083841.41,0,2438097.43,-588.20%
,,,,,,,
,,,,,,,
951,Transit Operations Division,,,,,,
,,,,,,,
65000951,Mass Tr Fd - Transit Oper,,,,,,
,,,,,,,
6500-95-21-951-0000-00000-00000-000-433100- Sales Tax Refunds                             ,-24000,0,-24000,0,0,-24000,0.00%
6500-95-21-951-0000-00000-00000-000-435000- Restrictd Intergv Fed Grants                  ,-1627000,0,-1627000,0,0,-1627000,0.00%
6500-95-21-951-0000-00000-00000-000-436000- Restrictd Intergv State Grants                ,-730319,0,-730319,0,0,-730319,0.00%
6500-95-21-951-0000-00000-00000-000-442800- Motor Vehicles Licenses                       ,-320000,0,-320000,-318605.25,0,-1394.75,99.60%
6500-95-21-951-0000-00000-00000-000-450600- Passenger Fares                               ,-704000,0,-704000,-657776.57,0,-46223.43,93.40%
6500-95-21-951-0000-00000-00000-000-450601- Contract Repairs                              ,0,0,0,0,0,0,0.00%
6500-95-21-951-0000-00000-00000-000-450602- Advertising Revenue                           ,-49000,0,-49000,-1850,0,-47150,3.80%
6500-95-21-951-0000-00000-00000-000-450603- Bulk Fare Income                              ,-130000,0,-130000,-142369.16,0,12369.16,109.50%
6500-95-21-951-0000-00000-00000-000-486000- Sale of Capital Assets                        ,0,0,0,0,0,0,0.00%
6500-95-21-951-0000-00000-00000-000-489000- Other Miscellaneous Revenue                   ,0,0,0,0,0,0,0.00%
6500-95-21-951-0000-00000-00000-000-499101- Approp Fund Bal Res for Enc                   ,0,0,0,0,0,-0.02,0.00%
6500-95-21-951-0000-00000-00000-000-521001- Contracted Services                           ,0,36162,36162,8349.51,0,27812.49,23.10%
6500-95-21-951-0000-00000-00000-000-521002- Professional Services                         ,0,3085,3085,3085,0,0,100.00%
6500-95-21-951-0000-00000-00000-000-521004- Rental/Lease                                  ,0,0,0,0,0,0,0.00%
6500-95-21-951-0000-00000-00000-000-521006- Services - Janitorial                         ,0,1549,1549,0,0,1549,0.00%
6500-95-21-951-0000-00000-00000-000-521014- Transit Monthly Management Fee                ,248463,0,248463,228148.58,0,20314.42,91.80%
6500-95-21-951-0000-00000-00000-000-521015- Transit Operations Charge                     ,4589992,-642461,3947531,4370703.23,0,-423172.23,110.70%
6500-95-21-951-0000-00000-00000-000-522002- Maint & Repair - Equipment                    ,0,18597,18597,120.01,0,18476.99,0.60%
6500-95-21-951-0000-00000-00000-000-522003- Maint & Repair - Buildings                    ,0,54349,54349,0,0,54349,0.00%
6500-95-21-951-0000-00000-00000-000-523001- Training                                      ,0,0,0,0,0,0,0.00%
6500-95-21-951-0000-00000-00000-000-523002- Dues & Subscriptions                          ,0,9456,9456,0,0,9456,0.00%
6500-95-21-951-0000-00000-00000-000-524001- Supplies - Other                              ,0,0,0,12284.44,0,-12284.44,0.00%
6500-95-21-951-0000-00000-00000-000-524003- Supplies - Safety Equipment                   ,0,0,0,113.4,0,-113.4,0.00%
6500-95-21-951-0000-00000-00000-000-524005- Supplies - Uniforms                           ,0,0,0,3255.85,0,-3255.85,0.00%
6500-95-21-951-0000-00000-00000-000-524006- Supplies - Fleet Parts                        ,0,102939,102939,63262.63,0,39676.37,61.50%
6500-95-21-951-0000-00000-00000-000-524009- Services - Postage                            ,0,4862,4862,254.78,0,4607.22,5.20%
6500-95-21-951-0000-00000-00000-000-524101- Materials                                     ,0,2482,2482,4205.92,0,-1723.92,169.50%
6500-95-21-951-0000-00000-00000-000-528001- Licenses Taxes & Fees                         ,0,0,0,0,0,0,0.00%
6500-95-21-951-0000-00000-00000-000-528502- Telephone                                     ,0,5635,5635,176.16,0,5458.84,3.10%
6500-95-21-951-0000-00000-00000-000-528508- Electricity                                   ,0,13917,13917,0,0,13917,0.00%
6500-95-21-951-0000-00000-00000-000-528522- Water and Sewer                               ,0,0,0,0,0,0,0.00%
6500-95-21-951-0000-00000-00000-000-571001- Fleet Maintenance Charges                     ,0,40,40,32,0,8,80.00%
6500-95-21-951-0000-00000-00000-000-571002- Fleet Fuel Charges                            ,0,387601,387601,456522.48,0,-68921.48,117.80%
6500-95-21-951-0000-00000-00000-000-571999- Contra Fleet Charges                          ,0,0,0,-20276.09,0,20276.09,0.00%
6500-95-21-951-0000-00000-00000-000-581091- Depreciation Expense                          ,0,0,0,0,0,0,0.00%
6500-95-21-951-0000-00000-00000-000-614101- Mach & Equipment                              ,0,39639,39639,19658.22,0,19980.78,49.60%
,,,,,,,
65090951,Mass Transit Fund - Operation,,,,,,
,,,,,,,
6500-99-21-951-0000-00000-00000-000-498100- Oper Transfers from General Fd                ,-985295,0,-985295,-985295.04,0,0.04,100.00%
6500-99-21-951-0000-00000-00000-000-498101- Oper Transfers Gen Fd Subsidy                 ,0,0,0,0,0,0,0.00%
6500-99-21-951-0000-00000-00000-000-498401- Oper Transfers Cap Project Fd                 ,0,0,0,0,0,0,0.00%
6500-99-21-951-0000-00000-00000-000-498620- Oper Transfer from Prkg Srvcs                 ,0,0,0,0,0,0,0.00%
6500-99-21-951-0000-00000-00000-000-498633- Oper Transfers Parking Service                ,-616875,0,-616875,-616875,0,0,100.00%
6500-99-21-951-0000-00000-00000-000-498638- Oper Transfers Transit Cap Pro                ,0,-44074,-44074,-44074,0,0,100.00%
,,,,,,,
TOTAL Transit Operations Division   ,-348034,-6222,-354256,2383051.1,0,-2737307.12,-672.70%
,,,,,,,
,,,,,,,
999,CAFR Preparation,,,,,,
,,,,,,,
65000999,CAFR Preparation,,,,,,
,,,,,,,
6500-95-21-999-0000-00000-00000-000-486100- Gain/Loss on Disposal of CA                   ,0,0,0,0,0,0,0.00%
6500-95-21-999-0000-00000-00000-000-499910- Other Financing Sources- PPA                  ,0,0,0,0,0,0,0.00%
6500-95-21-999-0000-00000-00000-000-511001- Compensation - Full Time Reg                  ,0,0,0,710.83,0,-710.83,0.00%
6500-95-21-999-0000-00000-00000-000-512001- FICA Tax Expense                              ,0,0,0,54.38,0,-54.38,0.00%
6500-95-21-999-0000-00000-00000-000-512002- Employer - LGERS                              ,0,0,0,161.47,0,-161.47,0.00%
6500-95-21-999-0000-00000-00000-000-512005- Employer - 401(K)                             ,0,0,0,35.54,0,-35.54,0.00%
6500-95-21-999-0000-00000-00000-000-512019- Retiree OPEB Expense                          ,0,0,0,3364.61,0,-3364.61,0.00%
6500-95-21-999-0000-00000-00000-000-512024- OPEB Pension Contributions                    ,0,0,0,0,0,0,0.00%
6500-95-21-999-0000-00000-00000-000-581091- Depreciation Expense                          ,0,0,0,789848.4,0,-789848.4,0.00%
6500-95-21-999-0000-00000-00000-000-612101- Buildings                                     ,0,0,0,-106546.44,0,106546.44,0.00%
6500-95-21-999-0000-00000-00000-000-614101- Mach & Equipment                              ,0,0,0,-3942281.7,0,3942281.7,0.00%
6500-95-21-999-0000-00000-00000-000-616101- Other Capital Outlay                          ,0,0,0,0,0,0,0.00%
6500-95-21-999-0000-00000-00000-000-800910- Other Financing Uses- PPA                     ,0,0,0,0,0,0,0.00%
,,,,,,,
TOTAL CAFR Preparation              ,0,0,0,-3254652.91,0,3254652.91,0.00%
,,,,,,,
TOTAL Transportation Department     ,0,0,0,-2955443.22,0,2955443.22,0.00%
,,,,,,,
TOTAL Mass Transit Fund             ,0,0,0,-2955443.22,0,2955443.22,0.00%
,,,,,,,
TOTAL REVENUES,-5739989,-60274,-5800263,-5600322.46,0,-199940.56,
TOTAL EXPENSES,5739989,60274,5800263,2644879.24,0,3155383.78,
,,,,,,,
GRAND TOTAL,0,0,0,-2955443.22,0,2955443.22,0.00%
