Account Code,Budget,Fund,Department,Division,Function,Cost Center
522002,4314,1100,01,013,01,0000
523001,18000,1100,01,013,01,0000
523002,3500,1100,01,013,01,0000
524001,8018,1100,01,013,01,0000
524004,300,1100,01,013,01,0000
524009,2500,1100,01,013,01,0000
524020,0,1100,01,013,01,0000
525001,50000,1100,01,013,01,0000
528003,0,1100,01,013,01,0000
528502,1896,1100,01,013,01,0000
528505,2000,1100,01,013,01,0000
528506,0,1100,01,013,01,0000
571004,0,1100,01,013,01,0000
450500,0,1100,01,014,01,0000
511001,199791,1100,01,014,01,0000
511002,0,1100,01,014,01,0000
511003,0,1100,01,014,01,0000
511004,8500,1100,01,014,01,0000
512001,15934,1100,01,014,01,0000
512002,14726,1100,01,014,01,0000
512005,10415,1100,01,014,01,0000
512014,65072,1100,01,014,01,0000
521001,35660,1100,01,014,01,0000
521006,12500,1100,01,014,01,0000
521008,0,1100,01,014,01,0000
523001,1000,1100,01,014,01,0000
523002,100,1100,01,014,01,0000
524001,6078,1100,01,014,01,0000
524005,1700,1100,01,014,01,0000
524009,168842.52,1100,01,014,01,0000
524020,0,1100,01,014,01,0000
528001,0,1100,01,014,01,0000
528502,755,1100,01,014,01,0000
528505,3600,1100,01,014,01,0000
528999,0,1100,01,014,01,0000
571001,943,1100,01,014,01,0000
571002,150,1100,01,014,01,0000
574007,-100000,1100,01,014,01,0000
437100,0,1100,01,015,01,0000
450000,0,1100,01,015,01,0000
511001,272717,1100,01,015,01,0000
511003,16890,1100,01,015,01,0000
511004,0,1100,01,015,01,0000
511010,0,1100,01,015,01,0000
512001,17212,1100,01,015,01,0000
512002,14896,1100,01,015,01,0000
512005,10535,1100,01,015,01,0000
512012,0,1100,01,015,01,0000
512014,37184,1100,01,015,01,0000
521001,36500,1100,01,015,01,0000
521002,0,1100,01,015,01,0000
521004,0,1100,01,015,01,0000
521007,0,1100,01,015,01,0000
521008,700,1100,01,015,01,0000
521009,0,1100,01,015,01,0000
522002,0,1100,01,015,01,0000
523001,2800,1100,01,015,01,0000
523002,14300,1100,01,015,01,0000
524001,9741.8,1100,01,015,01,0000
524004,150,1100,01,015,01,0000
524009,0,1100,01,015,01,0000
524020,0,1100,01,015,01,0000
524101,0,1100,01,015,01,0000
528001,0,1100,01,015,01,0000
528003,500,1100,01,015,01,0000
528502,400,1100,01,015,01,0000
528505,2000,1100,01,015,01,0000
571001,0,1100,01,015,01,0000
574007,0,1100,01,015,01,0000
436000,0,1100,01,015,01,1015
521001,0,1100,01,015,01,1015
498200,0,1100,01,015,99,0000
435000,0,1100,01,016,01,0000
436000,0,1100,01,016,01,0000
437100,0,1100,01,016,01,0000
483300,0,1100,01,016,01,0000
488014,0,1100,01,016,01,0000
511001,107152,1100,01,016,01,0000
511002,0,1100,01,016,01,0000
511003,6926,1100,01,016,01,0000
511004,0,1100,01,016,01,0000
511010,1056,1100,01,016,01,0000
512001,8808,1100,01,016,01,0000
512002,7650,1100,01,016,01,0000
512005,5410,1100,01,016,01,0000
512014,18592,1100,01,016,01,0000
521001,169268.03,1100,01,016,01,0000
521002,0,1100,01,016,01,0000
521004,768,1100,01,016,01,0000
521007,0,1100,01,016,01,0000
521008,0,1100,01,016,01,0000
522002,0,1100,01,016,01,0000
523001,1600,1100,01,016,01,0000
523002,1632,1100,01,016,01,0000
524001,41000,1100,01,016,01,0000
524004,0,1100,01,016,01,0000
524009,0,1100,01,016,01,0000
524020,0,1100,01,016,01,0000
528013,307356,1100,01,016,01,0000
528502,340,1100,01,016,01,0000
528505,900,1100,01,016,01,0000
571001,0,1100,01,016,01,0000
571002,0,1100,01,016,01,0000
571004,577,1100,01,016,01,0000
614101,0,1100,01,016,01,0000
616101,0,1100,01,016,01,0000
800220,2000,1100,01,016,99,0000
450010,0,1100,01,131,01,0000
450322,0,1100,01,131,01,0000
489000,0,1100,01,131,01,0000
511001,608957,1100,01,131,01,0000
511004,10000,1100,01,131,01,0000
511008,500,1100,01,131,01,0000
511010,2000,1100,01,131,01,0000
511999,0,1100,01,131,01,0000
512001,47388,1100,01,131,01,0000
512002,43796,1100,01,131,01,0000
512005,30973,1100,01,131,01,0000
512010,0,1100,01,131,01,0000
512011,5267,1100,01,131,01,0000
512014,130144,1100,01,131,01,0000
512024,0,1100,01,131,01,0000
521001,497373.09,1100,01,131,01,0000
521004,4989,1100,01,131,01,0000
521008,0,1100,01,131,01,0000
521009,618,1100,01,131,01,0000
522001,563031,1100,01,131,01,0000
522003,3723,1100,01,131,01,0000
522009,0,1100,01,131,01,0000
523001,7240,1100,01,131,01,0000
523002,205,1100,01,131,01,0000
524001,6891,1100,01,131,01,0000
524003,3000,1100,01,131,01,0000
524005,10000,1100,01,131,01,0000
524020,0,1100,01,131,01,0000
524101,13000,1100,01,131,01,0000
528001,0,1100,01,131,01,0000
528502,960,1100,01,131,01,0000
528503,0,1100,01,131,01,0000
528505,6600,1100,01,131,01,0000
528508,130000,1100,01,131,01,0000
528510,40000,1100,01,131,01,0000
528512,0,1100,01,131,01,0000
528514,0,1100,01,131,01,0000
528522,20000,1100,01,131,01,0000
571001,7567,1100,01,131,01,0000
571002,11584,1100,01,131,01,0000
571004,0,1100,01,131,01,0000
571999,0,1100,01,131,01,0000
612101,0,1100,01,131,01,0000
614101,0,1100,01,131,01,0000
616101,0,1100,01,131,01,0000
450000,0,1100,01,313,01,0000
450103,0,1100,01,313,01,0000
450104,0,1100,01,313,01,0000
450107,-45000,1100,01,313,01,0000
450300,-11000,1100,01,313,01,0000
450310,0,1100,01,313,01,0000
511001,551739,1100,01,313,01,0000
511002,0,1100,01,313,01,0000
511003,60000,1100,01,313,01,0000
511004,25000,1100,01,313,01,0000
511008,2762,1100,01,313,01,0000
511010,0,1100,01,313,01,0000
512001,48922,1100,01,313,01,0000
512002,40971,1100,01,313,01,0000
512005,28975,1100,01,313,01,0000
512014,139440,1100,01,313,01,0000
521001,14400,1100,01,313,01,0000
521002,1473,1100,01,313,01,0000
521006,0,1100,01,313,01,0000
521008,2982.09,1100,01,313,01,0000
522002,17000,1100,01,313,01,0000
522003,5000,1100,01,313,01,0000
523001,18000,1100,01,313,01,0000
523002,715,1100,01,313,01,0000
524001,18527,1100,01,313,01,0000
524003,5000,1100,01,313,01,0000
524005,13000,1100,01,313,01,0000
524006,1350000,1100,01,313,01,0000
524007,0,1100,01,313,01,0000
524009,100,1100,01,313,01,0000
524016,35000,1100,01,313,01,0000
524020,0,1100,01,313,01,0000
524101,0,1100,01,313,01,0000
524102,0,1100,01,313,01,0000
524105,0,1100,01,313,01,0000
525001,0,1100,01,313,01,0000
528001,2985,1100,01,313,01,0000
528006,3000,1100,01,313,01,0000
528502,2500,1100,01,313,01,0000
528504,0,1100,01,313,01,0000
528505,2000,1100,01,313,01,0000
528508,21000,1100,01,313,01,0000
528509,15000,1100,01,313,01,0000
528510,8000,1100,01,313,01,0000
528518,25000,1100,01,313,01,0000
528519,0,1100,01,313,01,0000
528522,9000,1100,01,313,01,0000
528523,0,1100,01,313,01,0000
571001,23000,1100,01,313,01,0000
571002,13000,1100,01,313,01,0000
571004,0,1100,01,313,01,0000
574007,-2300000,1100,01,313,01,0000
614101,0,1100,01,313,01,0000
571001,15000,1100,01,313,01,3130
571002,50000,1100,01,313,01,3130
571004,0,1100,01,313,01,3130
574007,-65000,1100,01,313,01,3130
498200,0,1100,01,313,99,0000
511001,513032,1100,02,020,01,0000
511002,0,1100,02,020,01,0000
511003,22814,1100,02,020,01,0000
511004,0,1100,02,020,01,0000
512001,42748,1100,02,020,01,0000
512002,36271,1100,02,020,01,0000
512005,25652,1100,02,020,01,0000
512010,0,1100,02,020,01,0000
512011,1024,1100,02,020,01,0000
512012,0,1100,02,020,01,0000
512014,55776,1100,02,020,01,0000
512018,0,1100,02,020,01,0000
512020,0,1100,02,020,01,0000
512024,3621,1100,02,020,01,0000
521001,0,1100,02,020,01,0000
521002,0,1100,02,020,01,0000
521003,50000,1100,02,020,01,0000
521004,150,1100,02,020,01,0000
521008,1550,1100,02,020,01,0000
521009,0,1100,02,020,01,0000
522001,0,1100,02,020,01,0000
523001,13100,1100,02,020,01,0000
523002,30600,1100,02,020,01,0000
524001,3500,1100,02,020,01,0000
524004,800,1100,02,020,01,0000
524009,800,1100,02,020,01,0000
524020,0,1100,02,020,01,0000
528502,1728,1100,02,020,01,0000
528503,0,1100,02,020,01,0000
528505,3660,1100,02,020,01,0000
450010,-1848824,1100,03,010,01,0000
498001,0,1100,03,010,01,0000
499100,-2218518,1100,03,010,01,0000
499101,-4485487.97,1100,03,010,01,0000
511001,187479,1100,03,010,01,0000
511004,0,1100,03,010,01,0000
512001,14342,1100,03,010,01,0000
512002,13255,1100,03,010,01,0000
512005,9374,1100,03,010,01,0000
512014,27888,1100,03,010,01,0000
521001,45500,1100,03,010,01,0000
521008,2175,1100,03,010,01,0000
521009,441,1100,03,010,01,0000
523001,4867,1100,03,010,01,0000
523002,1007,1100,03,010,01,0000
524001,2689,1100,03,010,01,0000
524004,310,1100,03,010,01,0000
524009,0,1100,03,010,01,0000
528001,0,1100,03,010,01,0000
528003,0,1100,03,010,01,0000
528502,540,1100,03,010,01,0000
528503,0,1100,03,010,01,0000
528505,600,1100,03,010,01,0000
571004,410,1100,03,010,01,0000
486000,-173000,1100,03,017,01,0000
489000,-8000,1100,03,017,01,0000
511001,214879,1100,03,017,01,0000
511003,0,1100,03,017,01,0000
511004,0,1100,03,017,01,0000
512001,17547,1100,03,017,01,0000
512002,16217,1100,03,017,01,0000
512005,11469,1100,03,017,01,0000
512014,37184,1100,03,017,01,0000
521001,10000,1100,03,017,01,0000
521004,5259.27,1100,03,017,01,0000
521006,0,1100,03,017,01,0000
521007,0,1100,03,017,01,0000
521008,0,1100,03,017,01,0000
521009,0,1100,03,017,01,0000
521013,0,1100,03,017,01,0000
522002,200,1100,03,017,01,0000
523001,3500,1100,03,017,01,0000
523002,460,1100,03,017,01,0000
524001,1084,1100,03,017,01,0000
524009,25,1100,03,017,01,0000
524020,0,1100,03,017,01,0000
528001,7073,1100,03,017,01,0000
528502,1080,1100,03,017,01,0000
528505,632,1100,03,017,01,0000
528508,2600,1100,03,017,01,0000
528512,0,1100,03,017,01,0000
528522,220,1100,03,017,01,0000
800410,0,1100,03,017,99,0000
511001,94920,1100,03,018,01,0000
511004,2900,1100,03,018,01,0000
511008,2600,1100,03,018,01,0000
512001,7261,1100,03,018,01,0000
512002,6711,1100,03,018,01,0000
512005,4746,1100,03,018,01,0000
512014,18592,1100,03,018,01,0000
521001,500,1100,03,018,01,0000
521006,0,1100,03,018,01,0000
521008,0,1100,03,018,01,0000
522001,65,1100,03,018,01,0000
522002,140,1100,03,018,01,0000
522003,445,1100,03,018,01,0000
523001,0,1100,03,018,01,0000
523002,0,1100,03,018,01,0000
524001,600,1100,03,018,01,0000
524003,150,1100,03,018,01,0000
524005,755,1100,03,018,01,0000
524020,0,1100,03,018,01,0000
524105,0,1100,03,018,01,0000
524107,0,1100,03,018,01,0000
528001,1279,1100,03,018,01,0000
528502,360,1100,03,018,01,0000
528506,0,1100,03,018,01,0000
528508,5025,1100,03,018,01,0000
528510,3088,1100,03,018,01,0000
528512,0,1100,03,018,01,0000
528514,0,1100,03,018,01,0000
528522,795,1100,03,018,01,0000
571001,198,1100,03,018,01,0000
571002,121,1100,03,018,01,0000
571004,0,1100,03,018,01,0000
614101,19069,1100,03,018,01,0000
511001,163736,1100,03,019,01,0000
511003,13249,1100,03,019,01,0000
512001,13539,1100,03,019,01,0000
512002,11576,1100,03,019,01,0000
512005,8187,1100,03,019,01,0000
512012,0,1100,03,019,01,0000
512014,27888,1100,03,019,01,0000
521001,68000,1100,03,019,01,0000
521002,0,1100,03,019,01,0000
521004,4300,1100,03,019,01,0000
521008,500,1100,03,019,01,0000
522001,750,1100,03,019,01,0000
523001,4000,1100,03,019,01,0000
523002,1000,1100,03,019,01,0000
524001,2500,1100,03,019,01,0000
524003,500,1100,03,019,01,0000
524004,550,1100,03,019,01,0000
524009,200,1100,03,019,01,0000
524020,0,1100,03,019,01,0000
525001,0,1100,03,019,01,0000
528001,0,1100,03,019,01,0000
528502,850,1100,03,019,01,0000
528503,0,1100,03,019,01,0000
528504,0,1100,03,019,01,0000
528505,2000,1100,03,019,01,0000
571004,200,1100,03,019,01,0000
411000,-48962423,1100,03,030,01,0000
411001,-2639128,1100,03,030,01,0000
412198,0,1100,03,030,01,0000
412199,0,1100,03,030,01,0000
412200,0,1100,03,030,01,0000
412201,0,1100,03,030,01,0000
412202,0,1100,03,030,01,0000
412203,0,1100,03,030,01,0000
412204,0,1100,03,030,01,0000
412205,-175000,1100,03,030,01,0000
412206,0,1100,03,030,01,0000
412207,0,1100,03,030,01,0000
412208,0,1100,03,030,01,0000
412209,0,1100,03,030,01,0000
412210,0,1100,03,030,01,0000
412211,0,1100,03,030,01,0000
412212,0,1100,03,030,01,0000
412213,0,1100,03,030,01,0000
413198,0,1100,03,030,01,0000
413199,0,1100,03,030,01,0000
413200,0,1100,03,030,01,0000
413201,0,1100,03,030,01,0000
413202,0,1100,03,030,01,0000
413203,0,1100,03,030,01,0000
413204,0,1100,03,030,01,0000
413205,-186922,1100,03,030,01,0000
413206,0,1100,03,030,01,0000
413207,0,1100,03,030,01,0000
413208,0,1100,03,030,01,0000
413209,0,1100,03,030,01,0000
413210,0,1100,03,030,01,0000
413211,0,1100,03,030,01,0000
413212,0,1100,03,030,01,0000
413213,0,1100,03,030,01,0000
415000,0,1100,03,030,01,0000
415012,0,1100,03,030,01,0000
415013,0,1100,03,030,01,0000
415014,0,1100,03,030,01,0000
418000,-140000,1100,03,030,01,0000
418001,0,1100,03,030,01,0000
423100,-8630491,1100,03,030,01,0000
423283,-3358023,1100,03,030,01,0000
423300,-2117873,1100,03,030,01,0000
423386,-4242379,1100,03,030,01,0000
423402,0,1100,03,030,01,0000
432100,-70000,1100,03,030,01,0000
461000,0,1100,03,030,01,0000
462000,0,1100,03,030,01,0000
481401,0,1100,03,030,01,0000
489900,-984000,1100,03,030,01,0000
511001,320119,1100,03,030,01,0000
511003,0,1100,03,030,01,0000
511010,1742,1100,03,030,01,0000
512001,24570,1100,03,030,01,0000
512002,22707,1100,03,030,01,0000
512005,16059,1100,03,030,01,0000
512010,42883,1100,03,030,01,0000
512011,4792,1100,03,030,01,0000
512012,2400,1100,03,030,01,0000
512014,37184,1100,03,030,01,0000
512024,20371,1100,03,030,01,0000
521001,231600.5,1100,03,030,01,0000
521002,0,1100,03,030,01,0000
521003,1000,1100,03,030,01,0000
521004,9900,1100,03,030,01,0000
521008,1000,1100,03,030,01,0000
521009,0,1100,03,030,01,0000
522001,1005,1100,03,030,01,0000
522002,0,1100,03,030,01,0000
523001,10257,1100,03,030,01,0000
523002,5048,1100,03,030,01,0000
524001,8888,1100,03,030,01,0000
524009,0,1100,03,030,01,0000
524020,0,1100,03,030,01,0000
525001,50002,1100,03,030,01,0000
528001,500,1100,03,030,01,0000
528202,0,1100,03,030,01,0000
528502,727,1100,03,030,01,0000
528503,0,1100,03,030,01,0000
528505,3852,1100,03,030,01,0000
528506,0,1100,03,030,01,0000
571001,80,1100,03,030,01,0000
571004,320,1100,03,030,01,0000
427200,-171000,1100,03,031,01,0000
427201,-100000,1100,03,031,01,0000
433000,-365000,1100,03,031,01,0000
433200,-7068000,1100,03,031,01,0000
433201,0,1100,03,031,01,0000
433202,0,1100,03,031,01,0000
433203,0,1100,03,031,01,0000
433401,-395000,1100,03,031,01,0000
433402,-65000,1100,03,031,01,0000
433403,0,1100,03,031,01,0000
433404,0,1100,03,031,01,0000
442600,-1586202,1100,03,031,01,0000
442602,-1200,1100,03,031,01,0000
442603,-10000,1100,03,031,01,0000
442604,-2000,1100,03,031,01,0000
442800,-320000,1100,03,031,01,0000
450000,0,1100,03,031,01,0000
460000,-150000,1100,03,031,01,0000
460001,0,1100,03,031,01,0000
481455,-5000,1100,03,031,01,0000
482480,-12000,1100,03,031,01,0000
482482,-1000,1100,03,031,01,0000
489000,-85000,1100,03,031,01,0000
489905,0,1100,03,031,01,0000
498000,0,1100,03,031,01,0000
511001,758919,1100,03,031,01,0000
511002,35141,1100,03,031,01,0000
511003,23640,1100,03,031,01,0000
511004,2500,1100,03,031,01,0000
511010,0,1100,03,031,01,0000
512001,62745,1100,03,031,01,0000
512002,56317,1100,03,031,01,0000
512005,39828,1100,03,031,01,0000
512010,0,1100,03,031,01,0000
512011,0,1100,03,031,01,0000
512012,0,1100,03,031,01,0000
512014,146412,1100,03,031,01,0000
512024,0,1100,03,031,01,0000
521001,154325.4,1100,03,031,01,0000
521002,0,1100,03,031,01,0000
521003,0,1100,03,031,01,0000
521004,2500,1100,03,031,01,0000
521008,3221.17,1100,03,031,01,0000
521009,45,1100,03,031,01,0000
522001,0,1100,03,031,01,0000
523001,17253,1100,03,031,01,0000
523002,1240,1100,03,031,01,0000
524001,10458,1100,03,031,01,0000
524004,1500,1100,03,031,01,0000
524009,18352,1100,03,031,01,0000
524020,0,1100,03,031,01,0000
524101,0,1100,03,031,01,0000
525001,0,1100,03,031,01,0000
528001,0,1100,03,031,01,0000
528003,0,1100,03,031,01,0000
528005,3850,1100,03,031,01,0000
528202,0,1100,03,031,01,0000
528502,4207,1100,03,031,01,0000
528503,0,1100,03,031,01,0000
528505,0,1100,03,031,01,0000
528999,0,1100,03,031,01,0000
571001,0,1100,03,031,01,0000
571004,250,1100,03,031,01,0000
614101,0,1100,03,031,01,0000
450010,0,1100,03,032,01,0000
499100,0,1100,03,032,01,0000
499101,0,1100,03,032,01,0000
511001,0,1100,03,032,01,0000
511003,0,1100,03,032,01,0000
511010,0,1100,03,032,01,0000
512001,0,1100,03,032,01,0000
512002,0,1100,03,032,01,0000
512005,0,1100,03,032,01,0000
512010,0,1100,03,032,01,0000
512011,0,1100,03,032,01,0000
512012,0,1100,03,032,01,0000
512014,0,1100,03,032,01,0000
512024,0,1100,03,032,01,0000
521001,0,1100,03,032,01,0000
521004,0,1100,03,032,01,0000
521008,0,1100,03,032,01,0000
521009,0,1100,03,032,01,0000
522001,0,1100,03,032,01,0000
523001,0,1100,03,032,01,0000
523002,0,1100,03,032,01,0000
524001,0,1100,03,032,01,0000
524004,0,1100,03,032,01,0000
524009,0,1100,03,032,01,0000
525001,0,1100,03,032,01,0000
528001,0,1100,03,032,01,0000
528502,0,1100,03,032,01,0000
528505,0,1100,03,032,01,0000
571004,0,1100,03,032,01,0000
486000,0,1100,03,033,01,0000
489000,0,1100,03,033,01,0000
511001,0,1100,03,033,01,0000
511003,0,1100,03,033,01,0000
511004,0,1100,03,033,01,0000
511010,0,1100,03,033,01,0000
512001,0,1100,03,033,01,0000
512002,0,1100,03,033,01,0000
512005,0,1100,03,033,01,0000
512010,0,1100,03,033,01,0000
512011,0,1100,03,033,01,0000
512012,0,1100,03,033,01,0000
512014,0,1100,03,033,01,0000
512024,0,1100,03,033,01,0000
521001,0,1100,03,033,01,0000
521004,0,1100,03,033,01,0000
521006,0,1100,03,033,01,0000
521008,0,1100,03,033,01,0000
522001,0,1100,03,033,01,0000
523001,0,1100,03,033,01,0000
523002,0,1100,03,033,01,0000
524001,0,1100,03,033,01,0000
524004,0,1100,03,033,01,0000
524009,0,1100,03,033,01,0000
525001,0,1100,03,033,01,0000
528001,0,1100,03,033,01,0000
528502,0,1100,03,033,01,0000
528505,0,1100,03,033,01,0000
528508,0,1100,03,033,01,0000
528522,0,1100,03,033,01,0000
571001,0,1100,03,033,01,0000
571004,0,1100,03,033,01,0000
511001,0,1100,03,034,01,0000
511002,0,1100,03,034,01,0000
511003,0,1100,03,034,01,0000
511004,0,1100,03,034,01,0000
511010,0,1100,03,034,01,0000
512001,0,1100,03,034,01,0000
512002,0,1100,03,034,01,0000
512005,0,1100,03,034,01,0000
512010,0,1100,03,034,01,0000
512011,0,1100,03,034,01,0000
512014,0,1100,03,034,01,0000
512024,0,1100,03,034,01,0000
521001,0,1100,03,034,01,0000
521003,0,1100,03,034,01,0000
521004,0,1100,03,034,01,0000
521008,0,1100,03,034,01,0000
521009,0,1100,03,034,01,0000
522001,0,1100,03,034,01,0000
523001,0,1100,03,034,01,0000
523002,0,1100,03,034,01,0000
524001,0,1100,03,034,01,0000
524004,0,1100,03,034,01,0000
524009,0,1100,03,034,01,0000
528001,0,1100,03,034,01,0000
528502,0,1100,03,034,01,0000
528505,0,1100,03,034,01,0000
571004,0,1100,03,034,01,0000
511001,0,1100,03,035,01,0000
511002,0,1100,03,035,01,0000
511003,0,1100,03,035,01,0000
511004,0,1100,03,035,01,0000
511010,0,1100,03,035,01,0000
512001,0,1100,03,035,01,0000
512002,0,1100,03,035,01,0000
512005,0,1100,03,035,01,0000
512010,0,1100,03,035,01,0000
512011,0,1100,03,035,01,0000
512014,0,1100,03,035,01,0000
512024,0,1100,03,035,01,0000
521001,0,1100,03,035,01,0000
521003,0,1100,03,035,01,0000
521004,0,1100,03,035,01,0000
521008,0,1100,03,035,01,0000
521009,0,1100,03,035,01,0000
522001,0,1100,03,035,01,0000
523001,0,1100,03,035,01,0000
523002,0,1100,03,035,01,0000
524001,0,1100,03,035,01,0000
524004,0,1100,03,035,01,0000
524009,0,1100,03,035,01,0000
528001,0,1100,03,035,01,0000
528502,0,1100,03,035,01,0000
528505,0,1100,03,035,01,0000
571004,0,1100,03,035,01,0000
511001,0,1100,03,039,01,0000
511003,0,1100,03,039,01,0000
511010,0,1100,03,039,01,0000
512001,0,1100,03,039,01,0000
512002,0,1100,03,039,01,0000
512005,0,1100,03,039,01,0000
512010,0,1100,03,039,01,0000
512011,0,1100,03,039,01,0000
512014,0,1100,03,039,01,0000
512024,0,1100,03,039,01,0000
521001,0,1100,03,039,01,0000
521003,0,1100,03,039,01,0000
521004,0,1100,03,039,01,0000
521008,0,1100,03,039,01,0000
522001,0,1100,03,039,01,0000
523001,0,1100,03,039,01,0000
523002,0,1100,03,039,01,0000
524001,0,1100,03,039,01,0000
524003,0,1100,03,039,01,0000
524004,0,1100,03,039,01,0000
524009,0,1100,03,039,01,0000
525001,0,1100,03,039,01,0000
528001,0,1100,03,039,01,0000
528502,0,1100,03,039,01,0000
528505,0,1100,03,039,01,0000
571001,0,1100,03,039,01,0000
571004,0,1100,03,039,01,0000
489000,0,1100,04,040,01,0000
511001,778152,1100,04,040,01,0000
511002,0,1100,04,040,01,0000
511003,11350,1100,04,040,01,0000
511004,0,1100,04,040,01,0000
511010,1056,1100,04,040,01,0000
512001,55276,1100,04,040,01,0000
512002,50282,1100,04,040,01,0000
512005,35560,1100,04,040,01,0000
512010,2640,1100,04,040,01,0000
512011,2348,1100,04,040,01,0000
512012,2407,1100,04,040,01,0000
512013,39280,1100,04,040,01,0000
512014,111552,1100,04,040,01,0000
512024,9465,1100,04,040,01,0000
521001,439845.14,1100,04,040,01,0000
521002,0,1100,04,040,01,0000
521003,1000,1100,04,040,01,0000
521004,5475.04,1100,04,040,01,0000
521008,2753,1100,04,040,01,0000
521009,89981.82,1100,04,040,01,0000
521022,65018,1100,04,040,01,0000
522002,2600,1100,04,040,01,0000
523001,16764,1100,04,040,01,0000
523002,8000,1100,04,040,01,0000
524001,17500,1100,04,040,01,0000
524004,4250,1100,04,040,01,0000
524009,1600,1100,04,040,01,0000
524020,0,1100,04,040,01,0000
527101,10000,1100,04,040,01,0000
528001,0,1100,04,040,01,0000
528009,6280,1100,04,040,01,0000
528202,0,1100,04,040,01,0000
528502,4800,1100,04,040,01,0000
528503,0,1100,04,040,01,0000
528505,3300,1100,04,040,01,0000
528506,0,1100,04,040,01,0000
571004,356,1100,04,040,01,0000
614101,6000,1100,04,040,01,0000
498811,-200000,1100,04,040,99,0000
437000,0,1100,04,041,01,0000
451000,0,1100,04,041,01,0000
511001,0,1100,04,041,01,0000
511002,0,1100,04,041,01,0000
511003,0,1100,04,041,01,0000
511004,0,1100,04,041,01,0000
512001,0,1100,04,041,01,0000
512002,0,1100,04,041,01,0000
512005,0,1100,04,041,01,0000
512014,0,1100,04,041,01,0000
521001,0,1100,04,041,01,0000
521002,0,1100,04,041,01,0000
521008,0,1100,04,041,01,0000
522002,0,1100,04,041,01,0000
523001,0,1100,04,041,01,0000
523002,0,1100,04,041,01,0000
524001,0,1100,04,041,01,0000
524004,0,1100,04,041,01,0000
524005,0,1100,04,041,01,0000
524009,0,1100,04,041,01,0000
524101,0,1100,04,041,01,0000
528003,0,1100,04,041,01,0000
528502,0,1100,04,041,01,0000
528505,0,1100,04,041,01,0000
574007,0,1100,04,041,01,0000
614101,0,1100,04,041,01,0000
437000,-23750,1100,04,042,01,0000
483300,-7000,1100,04,042,01,0000
488012,0,1100,04,042,01,0000
511001,47657,1100,04,042,01,0000
511003,58800,1100,04,042,01,0000
511004,0,1100,04,042,01,0000
512001,8144,1100,04,042,01,0000
512002,3369,1100,04,042,01,0000
512005,2383,1100,04,042,01,0000
512014,9296,1100,04,042,01,0000
521001,42000,1100,04,042,01,0000
521002,0,1100,04,042,01,0000
523001,7500,1100,04,042,01,0000
524001,4458,1100,04,042,01,0000
524020,0,1100,04,042,01,0000
528502,250,1100,04,042,01,0000
528505,0,1100,04,042,01,0000
437000,0,1100,04,042,01,4300
511001,0,1100,04,042,01,4300
512001,0,1100,04,042,01,4300
512002,0,1100,04,042,01,4300
512005,0,1100,04,042,01,4300
512014,0,1100,04,042,01,4300
523001,0,1100,04,042,01,4300
594100,0,1100,04,042,01,4300
450023,0,1100,05,050,01,0000
450302,0,1100,05,050,01,0000
450518,0,1100,05,050,01,0000
489000,0,1100,05,050,01,0000
511001,0,1100,05,050,01,0000
511003,0,1100,05,050,01,0000
511004,0,1100,05,050,01,0000
511008,0,1100,05,050,01,0000
511010,0,1100,05,050,01,0000
