Account Code,Budget,Fund,Department,Division,Function,Cost Center
450500,0,1100,01,014,01,0000
511001,175094,1100,01,014,01,0000
511002,0,1100,01,014,01,0000
511003,0,1100,01,014,01,0000
511004,14020,1100,01,014,01,0000
512001,14620,1100,01,014,01,0000
512002,13512,1100,01,014,01,0000
512005,9555,1100,01,014,01,0000
512014,67235,1100,01,014,01,0000
521001,29168,1100,01,014,01,0000
521006,14209,1100,01,014,01,0000
521008,0,1100,01,014,01,0000
523001,354,1100,01,014,01,0000
523002,5,1100,01,014,01,0000
524001,4980,1100,01,014,01,0000
524005,532,1100,01,014,01,0000
524009,127621.05,1100,01,014,01,0000
528001,0,1100,01,014,01,0000
528502,755,1100,01,014,01,0000
528505,3300,1100,01,014,01,0000
528999,0,1100,01,014,01,0000
571001,0,1100,01,014,01,0000
571002,943,1100,01,014,01,0000
574007,-100000,1100,01,014,01,0000
437100,0,1100,01,015,01,0000
450000,0,1100,01,015,01,0000
511001,208364,1100,01,015,01,0000
511003,0,1100,01,015,01,0000
511004,0,1100,01,015,01,0000
511010,0,1100,01,015,01,0000
512001,15098,1100,01,015,01,0000
512002,13954,1100,01,015,01,0000
512005,9868,1100,01,015,01,0000
512012,0,1100,01,015,01,0000
512014,37184,1100,01,015,01,0000
521001,32462.5,1100,01,015,01,0000
521002,0,1100,01,015,01,0000
521004,0,1100,01,015,01,0000
521007,700,1100,01,015,01,0000
521008,0,1100,01,015,01,0000
521009,0,1100,01,015,01,0000
522002,0,1100,01,015,01,0000
523001,3800,1100,01,015,01,0000
523002,8500,1100,01,015,01,0000
524001,10000,1100,01,015,01,0000
524004,150,1100,01,015,01,0000
524009,0,1100,01,015,01,0000
524101,0,1100,01,015,01,0000
528001,0,1100,01,015,01,0000
528003,700,1100,01,015,01,0000
528502,400,1100,01,015,01,0000
528505,2000,1100,01,015,01,0000
571001,0,1100,01,015,01,0000
574007,0,1100,01,015,01,0000
436000,0,1100,01,015,01,1015
521001,2202.06,1100,01,015,01,1015
498200,0,1100,01,015,99,0000
435000,0,1100,01,016,01,0000
436000,0,1100,01,016,01,0000
437100,0,1100,01,016,01,0000
483300,0,1100,01,016,01,0000
488014,-11229,1100,01,016,01,0000
511001,64727,1100,01,016,01,0000
511002,32369,1100,01,016,01,0000
511003,0,1100,01,016,01,0000
511004,0,1100,01,016,01,0000
511010,78,1100,01,016,01,0000
512001,9375,1100,01,016,01,0000
512002,8512,1100,01,016,01,0000
512005,6127,1100,01,016,01,0000
512014,9296,1100,01,016,01,0000
521001,17469.5,1100,01,016,01,0000
521002,0,1100,01,016,01,0000
521004,0,1100,01,016,01,0000
521007,0,1100,01,016,01,0000
521008,0,1100,01,016,01,0000
522002,5615,1100,01,016,01,0000
523001,1440,1100,01,016,01,0000
523002,1145,1100,01,016,01,0000
524001,4278,1100,01,016,01,0000
524004,0,1100,01,016,01,0000
524009,0,1100,01,016,01,0000
528502,384,1100,01,016,01,0000
528505,900,1100,01,016,01,0000
571001,607,1100,01,016,01,0000
571002,142,1100,01,016,01,0000
571004,500,1100,01,016,01,0000
614101,0,1100,01,016,01,0000
616101,0,1100,01,016,01,0000
511001,0,1100,01,01a,01,0000
512001,0,1100,01,01a,01,0000
512002,0,1100,01,01a,01,0000
512005,0,1100,01,01a,01,0000
512012,0,1100,01,01a,01,0000
512014,0,1100,01,01a,01,0000
521001,0,1100,01,01a,01,0000
523001,0,1100,01,01a,01,0000
523002,0,1100,01,01a,01,0000
450322,0,1100,01,131,01,0000
511001,617755,1100,01,131,01,0000
511004,18431,1100,01,131,01,0000
511008,500,1100,01,131,01,0000
511010,0,1100,01,131,01,0000
511999,0,1100,01,131,01,0000
512001,51384,1100,01,131,01,0000
512002,47488,1100,01,131,01,0000
512005,33584,1100,01,131,01,0000
512014,125000,1100,01,131,01,0000
521001,321667.75,1100,01,131,01,0000
521004,272,1100,01,131,01,0000
521008,0,1100,01,131,01,0000
521009,0,1100,01,131,01,0000
522001,455181,1100,01,131,01,0000
522003,81325,1100,01,131,01,0000
522009,0,1100,01,131,01,0000
523001,4240,1100,01,131,01,0000
523002,205,1100,01,131,01,0000
524001,14383,1100,01,131,01,0000
524003,3000,1100,01,131,01,0000
524005,900,1100,01,131,01,0000
524101,13000,1100,01,131,01,0000
528001,200,1100,01,131,01,0000
528502,960,1100,01,131,01,0000
528503,0,1100,01,131,01,0000
528505,6600,1100,01,131,01,0000
528508,130000,1100,01,131,01,0000
528510,40000,1100,01,131,01,0000
528512,0,1100,01,131,01,0000
528514,0,1100,01,131,01,0000
528522,20000,1100,01,131,01,0000
571001,7454,1100,01,131,01,0000
571002,15584,1100,01,131,01,0000
571004,0,1100,01,131,01,0000
571999,0,1100,01,131,01,0000
612101,0,1100,01,131,01,0000
614101,-133,1100,01,131,01,0000
616101,0,1100,01,131,01,0000
450000,-6760,1100,01,313,01,0000
450103,0,1100,01,313,01,0000
450104,0,1100,01,313,01,0000
450107,-45000,1100,01,313,01,0000
450300,-3240,1100,01,313,01,0000
450310,0,1100,01,313,01,0000
511001,498228,1100,01,313,01,0000
511002,0,1100,01,313,01,0000
511003,108000,1100,01,313,01,0000
511004,36955,1100,01,313,01,0000
511008,2761,1100,01,313,01,0000
511010,0,1100,01,313,01,0000
512001,48420,1100,01,313,01,0000
512002,41921,1100,01,313,01,0000
512005,29647,1100,01,313,01,0000
512014,139439,1100,01,313,01,0000
521001,8638,1100,01,313,01,0000
521002,1587,1100,01,313,01,0000
521006,0,1100,01,313,01,0000
521008,2796,1100,01,313,01,0000
522002,24091,1100,01,313,01,0000
522003,3123,1100,01,313,01,0000
523001,12674,1100,01,313,01,0000
523002,1383,1100,01,313,01,0000
524001,22378,1100,01,313,01,0000
524003,2780,1100,01,313,01,0000
524005,15518,1100,01,313,01,0000
524006,1348863.92,1100,01,313,01,0000
524007,0,1100,01,313,01,0000
524009,138,1100,01,313,01,0000
524016,35000,1100,01,313,01,0000
524101,5,1100,01,313,01,0000
524102,0,1100,01,313,01,0000
524105,0,1100,01,313,01,0000
525001,0,1100,01,313,01,0000
528001,2580,1100,01,313,01,0000
528006,3400,1100,01,313,01,0000
528502,3000,1100,01,313,01,0000
528504,0,1100,01,313,01,0000
528505,2000,1100,01,313,01,0000
528508,21000,1100,01,313,01,0000
528509,15000,1100,01,313,01,0000
528510,9780,1100,01,313,01,0000
528518,150000,1100,01,313,01,0000
528519,5000,1100,01,313,01,0000
528522,9000,1100,01,313,01,0000
528523,0,1100,01,313,01,0000
571001,22287,1100,01,313,01,0000
571002,10797,1100,01,313,01,0000
571004,0,1100,01,313,01,0000
574007,-2300000,1100,01,313,01,0000
614101,185952.34,1100,01,313,01,0000
571001,0,1100,01,313,01,3130
571002,1200000,1100,01,313,01,3130
571004,0,1100,01,313,01,3130
574007,-1200000,1100,01,313,01,3130
498200,0,1100,01,313,99,0000
511001,411253,1100,02,020,01,0000
511002,0,1100,02,020,01,0000
511003,19560,1100,02,020,01,0000
511004,560,1100,02,020,01,0000
512001,33679,1100,02,020,01,0000
512002,31126,1100,02,020,01,0000
512005,22013,1100,02,020,01,0000
512010,0,1100,02,020,01,0000
512011,2935,1100,02,020,01,0000
512012,2407,1100,02,020,01,0000
512014,61547,1100,02,020,01,0000
512018,0,1100,02,020,01,0000
512020,0,1100,02,020,01,0000
512024,2414,1100,02,020,01,0000
521001,0,1100,02,020,01,0000
521002,0,1100,02,020,01,0000
521003,123163,1100,02,020,01,0000
521004,1150,1100,02,020,01,0000
521008,10,1100,02,020,01,0000
521009,0,1100,02,020,01,0000
522001,0,1100,02,020,01,0000
523001,3450,1100,02,020,01,0000
523002,29978,1100,02,020,01,0000
524001,2627,1100,02,020,01,0000
524004,912,1100,02,020,01,0000
524009,350,1100,02,020,01,0000
528502,1728,1100,02,020,01,0000
528503,0,1100,02,020,01,0000
528505,2550,1100,02,020,01,0000
450010,-2009225,1100,03,010,01,0000
498001,0,1100,03,010,01,0000
499100,-600453,1100,03,010,01,0000
499101,-2779023.87,1100,03,010,01,0000
511001,141850,1100,03,010,01,0000
511004,0,1100,03,010,01,0000
512001,9857,1100,03,010,01,0000
512002,9110,1100,03,010,01,0000
512005,6443,1100,03,010,01,0000
512014,18592,1100,03,010,01,0000
521008,2500,1100,03,010,01,0000
521009,425,1100,03,010,01,0000
523001,2000,1100,03,010,01,0000
523002,1156,1100,03,010,01,0000
524001,376,1100,03,010,01,0000
524004,43,1100,03,010,01,0000
524009,0,1100,03,010,01,0000
528001,0,1100,03,010,01,0000
528502,384,1100,03,010,01,0000
528503,0,1100,03,010,01,0000
528505,600,1100,03,010,01,0000
486000,-60000,1100,03,017,01,0000
489000,-8000,1100,03,017,01,0000
511001,172895,1100,03,017,01,0000
511003,0,1100,03,017,01,0000
511004,0,1100,03,017,01,0000
512001,19761,1100,03,017,01,0000
512002,17173,1100,03,017,01,0000
512005,12145,1100,03,017,01,0000
512014,40698,1100,03,017,01,0000
521001,1300,1100,03,017,01,0000
521004,5305.22,1100,03,017,01,0000
521006,0,1100,03,017,01,0000
521007,200,1100,03,017,01,0000
521008,110,1100,03,017,01,0000
521009,0,1100,03,017,01,0000
521013,0,1100,03,017,01,0000
522002,200,1100,03,017,01,0000
523001,3010,1100,03,017,01,0000
523002,572,1100,03,017,01,0000
524001,780,1100,03,017,01,0000
524009,25,1100,03,017,01,0000
528001,473,1100,03,017,01,0000
528502,1152,1100,03,017,01,0000
528505,632,1100,03,017,01,0000
528508,2555,1100,03,017,01,0000
528512,0,1100,03,017,01,0000
528522,265,1100,03,017,01,0000
800410,0,1100,03,017,99,0000
511001,92155,1100,03,018,01,0000
511004,6000,1100,03,018,01,0000
511008,2892,1100,03,018,01,0000
512001,7730,1100,03,018,01,0000
512002,7144,1100,03,018,01,0000
512005,5052,1100,03,018,01,0000
512014,18592,1100,03,018,01,0000
521001,500,1100,03,018,01,0000
521006,0,1100,03,018,01,0000
521008,0,1100,03,018,01,0000
522001,65,1100,03,018,01,0000
522002,2166,1100,03,018,01,0000
522003,445,1100,03,018,01,0000
523001,0,1100,03,018,01,0000
523002,0,1100,03,018,01,0000
524001,700,1100,03,018,01,0000
524003,150,1100,03,018,01,0000
524005,655,1100,03,018,01,0000
524105,0,1100,03,018,01,0000
524107,0,1100,03,018,01,0000
528001,0,1100,03,018,01,0000
528502,384,1100,03,018,01,0000
528506,0,1100,03,018,01,0000
528508,4185,1100,03,018,01,0000
528510,4188,1100,03,018,01,0000
528512,0,1100,03,018,01,0000
528514,0,1100,03,018,01,0000
528522,535,1100,03,018,01,0000
571001,198,1100,03,018,01,0000
571002,141,1100,03,018,01,0000
571004,0,1100,03,018,01,0000
614101,0,1100,03,018,01,0000
511001,112697,1100,03,019,01,0000
511003,14000,1100,03,019,01,0000
512001,9692,1100,03,019,01,0000
512002,7968,1100,03,019,01,0000
512005,5635,1100,03,019,01,0000
512012,0,1100,03,019,01,0000
512014,31774,1100,03,019,01,0000
521001,0,1100,03,019,01,0000
521002,0,1100,03,019,01,0000
521004,4300,1100,03,019,01,0000
521008,500,1100,03,019,01,0000
522001,500,1100,03,019,01,0000
523001,4000,1100,03,019,01,0000
523002,1000,1100,03,019,01,0000
524001,2500,1100,03,019,01,0000
524003,500,1100,03,019,01,0000
524004,1000,1100,03,019,01,0000
524009,250,1100,03,019,01,0000
525001,0,1100,03,019,01,0000
528001,500,1100,03,019,01,0000
528502,944,1100,03,019,01,0000
528503,0,1100,03,019,01,0000
528504,0,1100,03,019,01,0000
528505,2000,1100,03,019,01,0000
411000,-48465925,1100,03,030,01,0000
411001,-2639128,1100,03,030,01,0000
412198,0,1100,03,030,01,0000
412199,0,1100,03,030,01,0000
412200,0,1100,03,030,01,0000
412201,0,1100,03,030,01,0000
412202,0,1100,03,030,01,0000
412203,0,1100,03,030,01,0000
412204,0,1100,03,030,01,0000
412205,-175000,1100,03,030,01,0000
412206,0,1100,03,030,01,0000
412207,0,1100,03,030,01,0000
412208,0,1100,03,030,01,0000
412209,0,1100,03,030,01,0000
412210,0,1100,03,030,01,0000
412211,0,1100,03,030,01,0000
412212,0,1100,03,030,01,0000
413198,0,1100,03,030,01,0000
413199,0,1100,03,030,01,0000
413200,0,1100,03,030,01,0000
413201,0,1100,03,030,01,0000
413202,0,1100,03,030,01,0000
413203,0,1100,03,030,01,0000
413204,0,1100,03,030,01,0000
413205,-186922,1100,03,030,01,0000
413206,0,1100,03,030,01,0000
413207,0,1100,03,030,01,0000
413208,0,1100,03,030,01,0000
413209,0,1100,03,030,01,0000
413210,0,1100,03,030,01,0000
413211,0,1100,03,030,01,0000
413212,0,1100,03,030,01,0000
415012,0,1100,03,030,01,0000
415013,0,1100,03,030,01,0000
418000,-140000,1100,03,030,01,0000
418001,0,1100,03,030,01,0000
423100,-8338639,1100,03,030,01,0000
423283,-3244467,1100,03,030,01,0000
423300,-2046254,1100,03,030,01,0000
423386,-4098917,1100,03,030,01,0000
423402,0,1100,03,030,01,0000
432100,-68000,1100,03,030,01,0000
461000,0,1100,03,030,01,0000
462000,0,1100,03,030,01,0000
481401,0,1100,03,030,01,0000
489900,-820000,1100,03,030,01,0000
511001,249089,1100,03,030,01,0000
511003,12000,1100,03,030,01,0000
511010,5123,1100,03,030,01,0000
512001,22961,1100,03,030,01,0000
512002,21220,1100,03,030,01,0000
512005,15007,1100,03,030,01,0000
512010,7309,1100,03,030,01,0000
512011,16509,1100,03,030,01,0000
512012,2400,1100,03,030,01,0000
512014,46480,1100,03,030,01,0000
512024,13581,1100,03,030,01,0000
521001,54106.5,1100,03,030,01,0000
521002,0,1100,03,030,01,0000
521003,1943,1100,03,030,01,0000
521004,5075,1100,03,030,01,0000
521008,0,1100,03,030,01,0000
521009,0,1100,03,030,01,0000
522001,1003,1100,03,030,01,0000
522002,0,1100,03,030,01,0000
523001,11422,1100,03,030,01,0000
523002,1800,1100,03,030,01,0000
524001,5188,1100,03,030,01,0000
524009,0,1100,03,030,01,0000
525001,58663,1100,03,030,01,0000
528001,0,1100,03,030,01,0000
528202,0,1100,03,030,01,0000
528502,800,1100,03,030,01,0000
528503,0,1100,03,030,01,0000
528505,3000,1100,03,030,01,0000
528506,0,1100,03,030,01,0000
571001,78,1100,03,030,01,0000
571004,412,1100,03,030,01,0000
427200,-171000,1100,03,031,01,0000
427201,-100000,1100,03,031,01,0000
433000,-365000,1100,03,031,01,0000
433200,-6890923,1100,03,031,01,0000
433401,-395000,1100,03,031,01,0000
433402,-65000,1100,03,031,01,0000
433403,0,1100,03,031,01,0000
433404,0,1100,03,031,01,0000
442600,-1425000,1100,03,031,01,0000
442602,-1200,1100,03,031,01,0000
442603,-10000,1100,03,031,01,0000
442604,-1500,1100,03,031,01,0000
442800,-315000,1100,03,031,01,0000
450000,0,1100,03,031,01,0000
460000,-149357.33,1100,03,031,01,0000
460001,0,1100,03,031,01,0000
481455,-5000,1100,03,031,01,0000
482480,-12000,1100,03,031,01,0000
482482,-1000,1100,03,031,01,0000
489000,0,1100,03,031,01,0000
489905,0,1100,03,031,01,0000
498000,0,1100,03,031,01,0000
511001,689143,1100,03,031,01,0000
511002,12000,1100,03,031,01,0000
511003,0,1100,03,031,01,0000
511004,5098,1100,03,031,01,0000
512001,58617,1100,03,031,01,0000
512002,54173,1100,03,031,01,0000
512005,38312,1100,03,031,01,0000
512014,139439,1100,03,031,01,0000
521001,139378.54,1100,03,031,01,0000
521002,0,1100,03,031,01,0000
521004,1089,1100,03,031,01,0000
521008,4679.54,1100,03,031,01,0000
521009,150,1100,03,031,01,0000
522001,0,1100,03,031,01,0000
523001,13153,1100,03,031,01,0000
523002,1515,1100,03,031,01,0000
524001,11077,1100,03,031,01,0000
524004,355,1100,03,031,01,0000
524009,20000,1100,03,031,01,0000
524101,75,1100,03,031,01,0000
528001,50,1100,03,031,01,0000
528003,0,1100,03,031,01,0000
528005,5300,1100,03,031,01,0000
528202,0,1100,03,031,01,0000
528502,4600,1100,03,031,01,0000
528503,0,1100,03,031,01,0000
528999,0,1100,03,031,01,0000
571004,177,1100,03,031,01,0000
614101,0,1100,03,031,01,0000
451000,0,1100,03,036,01,0000
525008,0,1100,03,036,01,0000
489000,0,1100,04,040,01,0000
511001,600842,1100,04,040,01,0000
511002,0,1100,04,040,01,0000
511003,24350,1100,04,040,01,0000
511004,2191,1100,04,040,01,0000
511010,2860,1100,04,040,01,0000
512001,48318,1100,04,040,01,0000
512002,43852,1100,04,040,01,0000
512005,31013,1100,04,040,01,0000
512010,520,1100,04,040,01,0000
512011,7670,1100,04,040,01,0000
512012,2407,1100,04,040,01,0000
512013,34280,1100,04,040,01,0000
512014,116556,1100,04,040,01,0000
512024,6310,1100,04,040,01,0000
521001,155363.02,1100,04,040,01,0000
521002,0,1100,04,040,01,0000
521003,1000,1100,04,040,01,0000
521004,4900,1100,04,040,01,0000
521008,3000,1100,04,040,01,0000
521009,73279.7,1100,04,040,01,0000
521022,17000,1100,04,040,01,0000
522002,2600,1100,04,040,01,0000
523001,16967,1100,04,040,01,0000
523002,6260,1100,04,040,01,0000
524001,14717,1100,04,040,01,0000
524004,3458,1100,04,040,01,0000
524009,1600,1100,04,040,01,0000
525004,0,1100,04,040,01,0000
528001,0,1100,04,040,01,0000
528009,10540,1100,04,040,01,0000
528202,0,1100,04,040,01,0000
528502,4700,1100,04,040,01,0000
528503,0,1100,04,040,01,0000
528505,3840,1100,04,040,01,0000
528506,0,1100,04,040,01,0000
571004,35,1100,04,040,01,0000
437000,0,1100,04,041,01,0000
451000,0,1100,04,041,01,0000
511001,0,1100,04,041,01,0000
511002,0,1100,04,041,01,0000
511003,0,1100,04,041,01,0000
511004,0,1100,04,041,01,0000
512001,0,1100,04,041,01,0000
512002,0,1100,04,041,01,0000
512005,0,1100,04,041,01,0000
512014,0,1100,04,041,01,0000
521001,615.6,1100,04,041,01,0000
521002,0,1100,04,041,01,0000
521008,0,1100,04,041,01,0000
522002,0,1100,04,041,01,0000
523001,0,1100,04,041,01,0000
523002,0,1100,04,041,01,0000
524001,0,1100,04,041,01,0000
524004,0,1100,04,041,01,0000
524005,0,1100,04,041,01,0000
524009,0,1100,04,041,01,0000
524101,0,1100,04,041,01,0000
528003,0,1100,04,041,01,0000
528502,0,1100,04,041,01,0000
528505,0,1100,04,041,01,0000
574007,0,1100,04,041,01,0000
614101,0,1100,04,041,01,0000
437000,-23750,1100,04,042,01,0000
488012,0,1100,04,042,01,0000
511001,46270,1100,04,042,01,0000
511003,35800,1100,04,042,01,0000
511004,0,1100,04,042,01,0000
512001,8420,1100,04,042,01,0000
512002,3271,1100,04,042,01,0000
512005,2314,1100,04,042,01,0000
512014,9296,1100,04,042,01,0000
521001,48000,1100,04,042,01,0000
521002,0,1100,04,042,01,0000
523001,7500,1100,04,042,01,0000
524001,4458,1100,04,042,01,0000
528502,250,1100,04,042,01,0000
450023,0,1100,05,050,01,0000
450302,0,1100,05,050,01,0000
450518,0,1100,05,050,01,0000
489000,0,1100,05,050,01,0000
511001,0,1100,05,050,01,0000
511003,0,1100,05,050,01,0000
511004,0,1100,05,050,01,0000
511008,0,1100,05,050,01,0000
511010,0,1100,05,050,01,0000
512001,0,1100,05,050,01,0000
512002,0,1100,05,050,01,0000
512005,0,1100,05,050,01,0000
512012,0,1100,05,050,01,0000
512014,0,1100,05,050,01,0000
512018,0,1100,05,050,01,0000
521001,0,1100,05,050,01,0000
521002,0,1100,05,050,01,0000
521004,0,1100,05,050,01,0000
521005,0,1100,05,050,01,0000
521008,0,1100,05,050,01,0000
521009,0,1100,05,050,01,0000
522001,0,1100,05,050,01,0000
522002,0,1100,05,050,01,0000
522003,0,1100,05,050,01,0000
523001,0,1100,05,050,01,0000
523002,0,1100,05,050,01,0000
524001,0,1100,05,050,01,0000
524101,0,1100,05,050,01,0000
528001,0,1100,05,050,01,0000
528003,0,1100,05,050,01,0000
528302,0,1100,05,050,01,0000
528502,0,1100,05,050,01,0000
528503,0,1100,05,050,01,0000
528505,0,1100,05,050,01,0000
528506,0,1100,05,050,01,0000
528507,0,1100,05,050,01,0000
528508,0,1100,05,050,01,0000
528513,0,1100,05,050,01,0000
571001,0,1100,05,050,01,0000
574007,0,1100,05,050,01,0000
614101,0,1100,05,050,01,0000
616101,0,1100,05,050,01,0000
484512,0,1100,05,051,01,0000
511001,152584,1100,05,051,01,0000
511002,0,1100,05,051,01,0000
511003,0,1100,05,051,01,0000
511004,0,1100,05,051,01,0000
511010,1056,1100,05,051,01,0000
512001,11753,1100,05,051,01,0000
512002,10862,1100,05,051,01,0000
512005,7682,1100,05,051,01,0000
512010,0,1100,05,051,01,0000
512011,9294,1100,05,051,01,0000
512012,2407,1100,05,051,01,0000
512014,29888,1100,05,051,01,0000
512024,7646,1100,05,051,01,0000
521001,0,1100,05,051,01,0000
521002,0,1100,05,051,01,0000
521008,3336,1100,05,051,01,0000
521009,300,1100,05,051,01,0000
523001,6950,1100,05,051,01,0000
523002,1095,1100,05,051,01,0000
524001,0,1100,05,051,01,0000
524009,200,1100,05,051,01,0000
524101,750,1100,05,051,01,0000
528003,1000,1100,05,051,01,0000
437000,0,1100,05,052,01,0000
511001,261663,1100,05,052,01,0000
511003,10000,1100,05,052,01,0000
511004,0,1100,05,052,01,0000
511008,1200,1100,05,052,01,0000
512001,19344,1100,05,052,01,0000
512002,17170,1100,05,052,01,0000
512005,12143,1100,05,052,01,0000
512014,46480,1100,05,052,01,0000
521001,91450,1100,05,052,01,0000
521002,0,1100,05,052,01,0000
521004,42200,1100,05,052,01,0000
521005,139133,1100,05,052,01,0000
522001,185977,1100,05,052,01,0000
522003,4500,1100,05,052,01,0000
523001,7700,1100,05,052,01,0000
524001,114596,1100,05,052,01,0000
524010,25013.39,1100,05,052,01,0000
528001,4405,1100,05,052,01,0000
528502,9390,1100,05,052,01,0000
528503,4610,1100,05,052,01,0000
528505,14525,1100,05,052,01,0000
528507,18000,1100,05,052,01,0000
528508,12000,1100,05,052,01,0000
528513,4000,1100,05,052,01,0000
571001,0,1100,05,052,01,0000
574007,-350000,1100,05,052,01,0000
614101,0,1100,05,052,01,0000
450023,-8460,1100,05,053,01,0000
450302,-100000,1100,05,053,01,0000
450319,-4250,1100,05,053,01,0000
482482,0,1100,05,053,01,0000
489000,0,1100,05,053,01,0000
492000,0,1100,05,053,01,0000
492001,0,1100,05,053,01,0000
511001,408325,1100,05,053,01,0000
511003,0,1100,05,053,01,0000
511004,0,1100,05,053,01,0000
512001,31237,1100,05,053,01,0000
512002,28869,1100,05,053,01,0000
512005,20416,1100,05,053,01,0000
512014,49623,1100,05,053,01,0000
512018,0,1100,05,053,01,0000
521001,68076.04,1100,05,053,01,0000
521002,0,1100,05,053,01,0000
521004,1601.72,1100,05,053,01,0000
521005,0,1100,05,053,01,0000
522001,110800,1100,05,053,01,0000
522002,6128,1100,05,053,01,0000
522003,0,1100,05,053,01,0000
523001,1800,1100,05,053,01,0000
524001,0,1100,05,053,01,0000
524010,0,1100,05,053,01,0000
524101,17865,1100,05,053,01,0000
528001,69192.41,1100,05,053,01,0000
528202,0,1100,05,053,01,0000
528502,1125,1100,05,053,01,0000
528503,0,1100,05,053,01,0000
528505,225,1100,05,053,01,0000
528507,0,1100,05,053,01,0000
528508,0,1100,05,053,01,0000
528513,0,1100,05,053,01,0000
571001,0,1100,05,053,01,0000
571002,241,1100,05,053,01,0000
574007,0,1100,05,053,01,0000
614101,2786,1100,05,053,01,0000
616101,0,1100,05,053,01,0000
712201,0,1100,05,053,01,0000
712210,0,1100,05,053,01,0000
443522,-16540,1100,05,054,01,0000
450018,0,1100,05,054,01,0000
498401,0,1100,05,054,01,0000
511001,324847,1100,05,054,01,0000
511002,0,1100,05,054,01,0000
511003,0,1100,05,054,01,0000
512001,30359,1100,05,054,01,0000
512002,28057,1100,05,054,01,0000
512005,19842,1100,05,054,01,0000
512014,55776,1100,05,054,01,0000
512018,0,1100,05,054,01,0000
521001,26000,1100,05,054,01,0000
522001,337675.06,1100,05,054,01,0000
523001,6500,1100,05,054,01,0000
524101,1000,1100,05,054,01,0000
528001,37025,1100,05,054,01,0000
571004,22,1100,05,054,01,0000
450010,-813543,1100,06,060,01,0000
489000,0,1100,06,060,01,0000
492002,0,1100,06,060,01,0000
492003,0,1100,06,060,01,0000
498001,0,1100,06,060,01,0000
511010,0,1100,06,060,01,0000
512001,233,1100,06,060,01,0000
512002,0,1100,06,060,01,0000
512005,0,1100,06,060,01,0000
512008,0,1100,06,060,01,0000
512011,0,1100,06,060,01,0000
512014,0,1100,06,060,01,0000
512015,3693,1100,06,060,01,0000
512021,0,1100,06,060,01,0000
521001,45406,1100,06,060,01,0000
521002,0,1100,06,060,01,0000
521003,0,1100,06,060,01,0000
521009,180,1100,06,060,01,0000
522003,0,1100,06,060,01,0000
523001,22397,1100,06,060,01,0000
523002,86202,1100,06,060,01,0000
524001,500,1100,06,060,01,0000
524101,0,1100,06,060,01,0000
528001,0,1100,06,060,01,0000
528013,8106.95,1100,06,060,01,0000
528019,14153.06,1100,06,060,01,0000
528517,108659,1100,06,060,01,0000
528999,0,1100,06,060,01,0000
574007,0,1100,06,060,01,0000
614101,0,1100,06,060,01,0000
616101,0,1100,06,060,01,0000
616102,0,1100,06,060,01,0000
711101,192755,1100,06,060,01,0000
711102,0,1100,06,060,01,0000
711103,0,1100,06,060,01,0000
711104,0,1100,06,060,01,0000
711150,0,1100,06,060,01,0000
711998,-183755,1100,06,060,01,0000
