6260-90-90-900-0000-00000-00000-000-511001- Compensation - Full Time Reg                  ,142721,0,142721,153966.05,0,-11245.05,107.90%
6260-90-90-900-0000-00000-00000-000-511002- Compensation - Part Time                      ,0,0,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-511004- Compensation - Overtime                       ,1056,0,1056,79.46,0,976.54,7.50%
6260-90-90-900-0000-00000-00000-000-511010- Quality of Serv Award                         ,1056,0,1056,873.98,0,182.02,82.80%
6260-90-90-900-0000-00000-00000-000-512001- FICA Tax Expense                              ,10350,0,10350,11478.07,0,-1128.07,110.90%
6260-90-90-900-0000-00000-00000-000-512002- Employer - LGERS                              ,8816,0,8816,9850.06,0,-1034.06,111.70%
6260-90-90-900-0000-00000-00000-000-512005- Employer - 401(K)                             ,6942,0,6942,7751.05,0,-809.05,111.70%
6260-90-90-900-0000-00000-00000-000-512010- Workers Compensation                          ,36444,0,36444,36444,0,0,100.00%
6260-90-90-900-0000-00000-00000-000-512011- Unemployment                                  ,0,0,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-512012- Vehicle Allowance                             ,1200,0,1200,1112.29,0,87.71,92.70%
6260-90-90-900-0000-00000-00000-000-512014- Group Insurance Expense                       ,22311,0,22311,22311,0,0,100.00%
6260-90-90-900-0000-00000-00000-000-512020- Fringe Ben - Housing Allowance                ,0,0,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-512024- OPEB Pension Contributions                    ,0,0,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-521001- Contracted Services                           ,170000,28986,198986,144577.69,0,54408.47,72.70%
6260-90-90-900-0000-00000-00000-000-521002- Professional Services                         ,0,11489,11489,0,0,11489.22,0.00%
6260-90-90-900-0000-00000-00000-000-521004- Rental/Lease                                  ,11625,0,11625,5965.8,0,5659.2,51.30%
6260-90-90-900-0000-00000-00000-000-521006- Services - Janitorial                         ,20000,10514,30514,26365.35,0,4149.05,86.40%
6260-90-90-900-0000-00000-00000-000-521008- Services - Copying and Dupl                   ,500,0,500,428.24,0,71.76,85.60%
6260-90-90-900-0000-00000-00000-000-521009- Services - Advertising                        ,4240,-2000,2240,608.86,0,1631.14,27.20%
6260-90-90-900-0000-00000-00000-000-522001- Maintenance and Repairs                       ,5000,3000,8000,5637.72,0,2362.28,70.50%
6260-90-90-900-0000-00000-00000-000-522002- Maint & Repair - Equipment                    ,19250,1955,21205,18552.81,0,2652.42,87.50%
6260-90-90-900-0000-00000-00000-000-522003- Maint & Repair - Buildings                    ,19250,10281,29531,27754.94,0,1776.26,94.00%
6260-90-90-900-0000-00000-00000-000-522004- Maint & Repair - Lawn                         ,1500,-1000,500,363.84,0,136.16,72.80%
6260-90-90-900-0000-00000-00000-000-523001- Training                                      ,6500,-2500,4000,4425.11,0,-425.11,110.60%
6260-90-90-900-0000-00000-00000-000-523002- Dues & Subscriptions                          ,1500,0,1500,1238.67,0,261.33,82.60%
6260-90-90-900-0000-00000-00000-000-524001- Supplies - Other                              ,9000,8323,17323,17088.53,0,233.97,98.60%
6260-90-90-900-0000-00000-00000-000-524003- Supplies - Safety Equipment                   ,1000,-1000,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-524005- Supplies - Uniforms                           ,1000,0,1000,408.52,0,591.48,40.90%
6260-90-90-900-0000-00000-00000-000-524009- Services - Postage                            ,2000,0,2000,1304.13,0,695.87,65.20%
6260-90-90-900-0000-00000-00000-000-524101- Materials                                     ,25000,-12000,13000,9052.29,0,3947.71,69.60%
6260-90-90-900-0000-00000-00000-000-525001- Insurance & Bonds                             ,20069,0,20069,20069,0,0,100.00%
6260-90-90-900-0000-00000-00000-000-528001- Licenses Taxes & Fees                         ,0,0,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-528502- Telephone                                     ,8000,2188,10188,10256.4,0,-68.4,100.70%
6260-90-90-900-0000-00000-00000-000-528504- Radio Charges                                 ,500,0,500,0,0,500,0.00%
6260-90-90-900-0000-00000-00000-000-528505- Cellular Usage                                ,2500,1694,4194,1108.51,0,3085.39,26.40%
6260-90-90-900-0000-00000-00000-000-528506- Pager Service                                 ,200,47,247,0,0,247.2,0.00%
6260-90-90-900-0000-00000-00000-000-528507- Radio Lines                                   ,1500,0,1500,263,0,1237,17.50%
6260-90-90-900-0000-00000-00000-000-528508- Electricity                                   ,186040,0,186040,171522.55,0,14517.45,92.20%
6260-90-90-900-0000-00000-00000-000-528510- Natural Gas                                   ,75000,0,75000,54281.78,0,20718.22,72.40%
6260-90-90-900-0000-00000-00000-000-528512- Water                                         ,9940,2500,12440,13424.37,0,-984.37,107.90%
6260-90-90-900-0000-00000-00000-000-528514- Sewer                                         ,12750,0,12750,12623.19,0,126.81,99.00%
6260-90-90-900-0000-00000-00000-000-528522- Water and Sewer                               ,0,0,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-571001- Fleet Maintenance Charges                     ,1225,0,1225,186.49,0,1038.51,15.20%
6260-90-90-900-0000-00000-00000-000-571002- Fleet Fuel Charges                            ,0,0,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-571004- Motor Pool Charges                            ,0,0,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-571999- Contra Fleet Charges                          ,0,0,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-574006- Health Services Charges                       ,3651,0,3651,3651,0,0,100.00%
6260-90-90-900-0000-00000-00000-000-574008- Charges - Cost Allocations                    ,0,0,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-711101- Principal Payments                            ,0,0,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-712101- Interest Expense                              ,0,0,0,0,0,0,0.00%
,,,,,,,
62690900,Civ Ctr Fd - Civic Center Admi,,,,,,
,,,,,,,
6260-99-90-900-0000-00000-00000-000-498101- Oper Transfers Gen Fd Subsidy                 ,-392594,0,-392594,0,0,-392594,0.00%
6260-99-90-900-0000-00000-00000-000-800627- Transfer to Civic Center Cap                  ,0,0,0,0,0,0,0.00%
,,,,,,,
TOTAL Civic Center Administration   ,-398108,-41535,-439643,36262.11,0,-475904.58,-8.20%
,,,,,,,
,,,,,,,
901,Event Personnel Division,,,,,,
,,,,,,,
62600901,Civ Ctr Fd - Event Personnel,,,,,,
,,,,,,,
6260-90-90-901-0000-00000-00000-000-450512- Staff Reimbursement                           ,-139000,0,-139000,-142976.84,0,3976.84,102.90%
6260-90-90-901-0000-00000-00000-000-511001- Compensation - Full Time Reg                  ,50002,0,50002,51300.72,0,-1298.72,102.60%
6260-90-90-901-0000-00000-00000-000-511003- Compensation - Temp/Seasonal                  ,91016,0,91016,120239.65,0,-29223.65,132.10%
6260-90-90-901-0000-00000-00000-000-511004- Compensation - Overtime                       ,2514,0,2514,156,0,2358,6.20%
6260-90-90-901-0000-00000-00000-000-512001- FICA Tax Expense                              ,10626,0,10626,12581.33,0,-1955.33,118.40%
6260-90-90-901-0000-00000-00000-000-512002- Employer - LGERS                              ,3335,0,3335,3268.74,0,66.26,98.00%
6260-90-90-901-0000-00000-00000-000-512005- Employer - 401(K)                             ,2626,0,2626,2557.16,0,68.84,97.40%
6260-90-90-901-0000-00000-00000-000-512014- Group Insurance Expense                       ,8925,0,8925,8925,0,0,100.00%
6260-90-90-901-0000-00000-00000-000-512024- OPEB Pension Contributions                    ,0,0,0,0,0,0,0.00%
,,,,,,,
TOTAL Event Personnel Division      ,30044,0,30044,56051.76,0,-26007.76,186.60%
,,,,,,,
,,,,,,,
902,Operations Division,,,,,,
,,,,,,,
62600902,Civ Ctr Fd - Maintenance,,,,,,
,,,,,,,
6260-90-90-902-0000-00000-00000-000-511001- Compensation - Full Time Reg                  ,289320,0,289320,263692.56,0,25627.44,91.10%
6260-90-90-902-0000-00000-00000-000-511002- Compensation - Part Time                      ,0,0,0,0,0,0,0.00%
6260-90-90-902-0000-00000-00000-000-511003- Compensation - Temp/Seasonal                  ,10284,0,10284,16029.34,0,-5745.34,155.90%
6260-90-90-902-0000-00000-00000-000-511004- Compensation - Overtime                       ,16455,0,16455,6107.69,0,10347.31,37.10%
6260-90-90-902-0000-00000-00000-000-511008- Compensation - Stand By Pay                   ,0,0,0,2449.99,0,-2449.99,0.00%
6260-90-90-902-0000-00000-00000-000-512001- FICA Tax Expense                              ,22960,0,22960,21340.67,0,1619.33,92.90%
6260-90-90-902-0000-00000-00000-000-512002- Employer - LGERS                              ,19417,0,19417,17243.06,0,2173.94,88.80%
6260-90-90-902-0000-00000-00000-000-512005- Employer - 401(K)                             ,15289,0,15289,13495.97,0,1793.03,88.30%
6260-90-90-902-0000-00000-00000-000-512012- Vehicle Allowance                             ,0,0,0,0,0,0,0.00%
6260-90-90-902-0000-00000-00000-000-512014- Group Insurance Expense                       ,71423,0,71423,71423,0,0,100.00%
6260-90-90-902-0000-00000-00000-000-512024- OPEB Pension Contributions                    ,0,0,0,0,0,0,0.00%
,,,,,,,
TOTAL Operations Division           ,445148,0,445148,411782.28,0,33365.72,92.50%
,,,,,,,
,,,,,,,
903,Ticket Office,,,,,,
,,,,,,,
62600903,Civ Ctr Fd - Ticket Office,,,,,,
,,,,,,,
6260-90-90-903-0000-00000-00000-000-450358- Civic Center Ticket Office                    ,-45000,0,-45000,-59112.63,0,14112.63,131.40%
6260-90-90-903-0000-00000-00000-000-450359- Civic Ctr Ticket Office Hdlng                 ,0,0,0,0,0,0,0.00%
6260-90-90-903-0000-00000-00000-000-511001- Compensation - Full Time Reg                  ,86620,0,86620,79321,0,7299,91.60%
6260-90-90-903-0000-00000-00000-000-511002- Compensation - Part Time                      ,0,0,0,0,0,0,0.00%
6260-90-90-903-0000-00000-00000-000-511003- Compensation - Temp/Seasonal                  ,25000,0,25000,33230.87,0,-8230.87,132.90%
6260-90-90-903-0000-00000-00000-000-511004- Compensation - Overtime                       ,822,0,822,556.52,0,265.48,67.70%
6260-90-90-903-0000-00000-00000-000-512001- FICA Tax Expense                              ,8662,0,8662,8370,0,292,96.60%
6260-90-90-903-0000-00000-00000-000-512002- Employer - LGERS                              ,5552,0,5552,5053.63,0,498.37,91.00%
6260-90-90-903-0000-00000-00000-000-512005- Employer - 401(K)                             ,4372,0,4372,3938.02,0,433.98,90.10%
6260-90-90-903-0000-00000-00000-000-512014- Group Insurance Expense                       ,26778,0,26778,26778,0,0,100.00%
6260-90-90-903-0000-00000-00000-000-512024- OPEB Pension Contributions                    ,0,0,0,0,0,0,0.00%
,,,,,,,
TOTAL Ticket Office                 ,112806,0,112806,98135.41,0,14670.59,87.00%
,,,,,,,
,,,,,,,
904,Concessions Division,,,,,,
,,,,,,,
62600904,Civ Ctr Fd - Concessions,,,,,,
,,,,,,,
6260-90-90-904-0000-00000-00000-000-450355- Wrist Band Sales                              ,0,0,0,-95381,0,95381,0.00%
6260-90-90-904-0000-00000-00000-000-450405- Commissions - Catering                        ,-5800,0,-5800,-7368.61,0,1568.61,127.00%
6260-90-90-904-0000-00000-00000-000-450502- Vending Sales                                 ,-12000,0,-12000,-9545.3,0,-2454.7,79.50%
6260-90-90-904-0000-00000-00000-000-450504- Food sales                                    ,-260000,0,-260000,-210386.36,0,-49613.64,80.90%
6260-90-90-904-0000-00000-00000-000-450507- Concessions - Mixed Beverages                 ,-90000,-70000,-160000,-176927.03,0,16927.03,110.60%
6260-90-90-904-0000-00000-00000-000-450508- Concessions - Beer & Wine                     ,-250000,-100000,-350000,-482626.35,0,132626.35,137.90%
6260-90-90-904-0000-00000-00000-000-450510- Catering In - House                           ,-15000,0,-15000,-22567.3,0,7567.3,150.40%
6260-90-90-904-0000-00000-00000-000-450511- Novelty Sales                                 ,-50000,0,-50000,-66598.39,0,16598.39,133.20%
6260-90-90-904-0000-00000-00000-000-511001- Compensation - Full Time Reg                  ,132890,0,132890,116974.06,0,15915.94,88.00%
6260-90-90-904-0000-00000-00000-000-511002- Compensation - Part Time                      ,0,0,0,0,0,0,0.00%
6260-90-90-904-0000-00000-00000-000-511003- Compensation - Temp/Seasonal                  ,64691,44000,108691,92416.79,0,16274.21,85.00%
6260-90-90-904-0000-00000-00000-000-511004- Compensation - Overtime                       ,1508,0,1508,2046.08,0,-538.08,135.70%
6260-90-90-904-0000-00000-00000-000-512001- FICA Tax Expense                              ,14956,0,14956,15823.23,0,-867.23,105.80%
6260-90-90-904-0000-00000-00000-000-512002- Employer - LGERS                              ,8534,0,8534,7282.75,0,1251.25,85.30%
6260-90-90-904-0000-00000-00000-000-512005- Employer - 401(K)                             ,6720,0,6720,5608.16,0,1111.84,83.50%
6260-90-90-904-0000-00000-00000-000-512014- Group Insurance Expense                       ,26774,0,26774,26774,0,0,100.00%
6260-90-90-904-0000-00000-00000-000-512024- OPEB Pension Contributions                    ,0,0,0,0,0,0,0.00%
6260-90-90-904-0000-00000-00000-000-521001- Contracted Services                           ,18240,11230,29470,28613.85,0,856.15,97.10%
6260-90-90-904-0000-00000-00000-000-521002- Professional Services                         ,0,0,0,0,0,0,0.00%
6260-90-90-904-0000-00000-00000-000-524001- Supplies - Other                              ,2100,7000,9100,9159.49,0,-59.49,100.70%
6260-90-90-904-0000-00000-00000-000-524005- Supplies - Uniforms                           ,500,0,500,450.27,0,49.73,90.10%
6260-90-90-904-0000-00000-00000-000-524101- Materials                                     ,8500,6000,14500,9711.31,0,4788.69,67.00%
6260-90-90-904-0000-00000-00000-000-526202- Purchases for Resale - Beer                   ,58350,35000,93350,92752.73,0,597.27,99.40%
6260-90-90-904-0000-00000-00000-000-526203- Purch Resale - Mixed Beverage                 ,25750,27000,52750,52872.96,0,-122.96,100.20%
6260-90-90-904-0000-00000-00000-000-526204- Purch for Resale - Concessions                ,106897,78795,185692,146760,0,38931.61,79.00%
6260-90-90-904-0000-00000-00000-000-526205- Purch Resale - Vending Machine                ,1000,0,1000,962.57,0,37.43,96.30%
6260-90-90-904-0000-00000-00000-000-528001- Licenses Taxes & Fees                         ,3000,-868,2132,1600,0,532,75.00%
6260-90-90-904-0000-00000-00000-000-528005- Bank Fees                                     ,0,0,0,6047.35,0,-6047.35,0.00%
6260-90-90-904-0000-00000-00000-000-528007- Sales Tax-Non Refundable                      ,10500,0,10500,0,0,10500,0.00%
6260-90-90-904-0000-00000-00000-000-528012- Overages & Shortages                          ,0,0,0,1106.63,0,-1106.63,0.00%
6260-90-90-904-0000-00000-00000-000-528016- Show Settlement Expense                       ,0,0,0,0,0,0,0.00%
6260-90-90-904-0000-00000-00000-000-614101- Mach & Equipment                              ,2000,3262,5262,0,0,5262,0.00%
6260-90-90-904-0000-00000-00000-000-616101- Other Capital Outlay                          ,0,0,0,0,0,0,0.00%
,,,,,,,
62609040,Promotional Events,,,,,,
,,,,,,,
6260-80-90-904-9040-00000-00000-000-483305- Sponsorships                                  ,0,0,0,-5250,0,5250,0.00%
6260-80-90-904-9040-00000-00000-000-526204- Purch for Resale - Concessions                ,0,0,0,0,0,0,0.00%
6260-80-90-904-9040-00000-00000-000-526206- Purch for Resale - Catering                   ,0,116,116,0,0,115.86,0.00%
6260-80-90-904-9040-00000-00000-000-528018- Promotional Tickets                           ,0,0,0,0,0,0,0.00%
,,,,,,,
TOTAL Concessions Division          ,-189890,41535,-148355,-459688.11,0,311332.58,309.90%
,,,,,,,
,,,,,,,
905,Civic Center Capital Division,,,,,,
,,,,,,,
62600905,Civ Ctr Fd - Civic Center Capl,,,,,,
,,,,,,,
6260-90-90-905-0000-00000-00000-000-581091- Depreciation Expense                          ,0,0,0,0,0,0,0.00%
,,,,,,,
TOTAL Civic Center Capital Division ,0,0,0,0,0,0,0.00%
,,,,,,,
,,,,,,,
999,CAFR Preparation,,,,,,
,,,,,,,
62600999,CAFR Preparation,,,,,,
,,,,,,,
6260-90-90-999-0000-00000-00000-000-486100- Gain/Loss on Disposal of CA                   ,0,0,0,2782.71,0,-2782.71,0.00%
6260-90-90-999-0000-00000-00000-000-492000- Installment Purch Proceed                     ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-492001- Installment Purch Premiums                    ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-499910- Other Financing Sources- PPA                  ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-511001- Compensation - Full Time Reg                  ,0,0,0,26708.35,0,-26708.35,0.00%
6260-90-90-999-0000-00000-00000-000-512001- FICA Tax Expense                              ,0,0,0,5162.26,0,-5162.26,0.00%
6260-90-90-999-0000-00000-00000-000-512002- Employer - LGERS                              ,0,0,0,4655.77,0,-4655.77,0.00%
6260-90-90-999-0000-00000-00000-000-512005- Employer - 401(K)                             ,0,0,0,4570.04,0,-4570.04,0.00%
6260-90-90-999-0000-00000-00000-000-512019- Retiree OPEB Expense                          ,0,0,0,13226.77,0,-13226.77,0.00%
6260-90-90-999-0000-00000-00000-000-512024- OPEB Pension Contributions                    ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-521001- Contracted Services                           ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-521002- Professional Services                         ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-581091- Depreciation Expense                          ,0,0,0,275570.1,0,-275570.1,0.00%
6260-90-90-999-0000-00000-00000-000-611101- Land                                          ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-612101- Buildings                                     ,0,0,0,-535679.16,0,535679.16,0.00%
6260-90-90-999-0000-00000-00000-000-614101- Mach & Equipment                              ,0,0,0,-8530,0,8530,0.00%
6260-90-90-999-0000-00000-00000-000-616101- Other Capital Outlay                          ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-711101- Principal Payments                            ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-712101- Interest Expense                              ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-712220- Amortization of Prem/Discount                 ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-712302- Capitalized Int. - Buildings                  ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-800910- Other Financing Uses- PPA                     ,0,0,0,227016.79,0,-227016.79,0.00%
6260-90-90-999-0000-00000-00000-000-810001- Loss on Sale of Capital Assets                ,0,0,0,0,0,0,0.00%
,,,,,,,
TOTAL CAFR Preparation              ,0,0,0,15483.63,0,-15483.63,0.00%
,,,,,,,
TOTAL Civic Center Department       ,0,0,0,158027.08,0,-158027.08,0.00%
,,,,,,,
TOTAL Civic Center Fund             ,0,0,0,158027.08,0,-158027.08,0.00%
,,,,,,,
TOTAL REVENUES,-2114544,-274012,-2388556,-2034719.74,0,-353836.54,
TOTAL EXPENSES,2114544,274012,2388556,2192746.82,0,195809.46,
,,,,,,,
GRAND TOTAL,0,0,0,158027.08,0,-158027.08,0.00%
