6260-90-90-900-0000-00000-00000-000-524101- Materials                                     ,25000,-21394,3606,3548.4,0,57.6,98.40%
6260-90-90-900-0000-00000-00000-000-525001- Insurance & Bonds                             ,20069,0,20069,20069.04,0,-0.04,100.00%
6260-90-90-900-0000-00000-00000-000-528001- Licenses Taxes & Fees                         ,0,0,0,65,0,-65,0.00%
6260-90-90-900-0000-00000-00000-000-528502- Telephone                                     ,8000,20700,28700,26713.28,0,1986.72,93.10%
6260-90-90-900-0000-00000-00000-000-528504- Radio Charges                                 ,500,-500,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-528505- Cellular Usage                                ,2500,1410,3910,3640.91,0,269.09,93.10%
6260-90-90-900-0000-00000-00000-000-528506- Pager Service                                 ,200,0,200,0,0,200,0.00%
6260-90-90-900-0000-00000-00000-000-528507- Radio Lines                                   ,1500,0,1500,0,0,1500,0.00%
6260-90-90-900-0000-00000-00000-000-528508- Electricity                                   ,186040,-4750,181290,171062.52,0,10227.48,94.40%
6260-90-90-900-0000-00000-00000-000-528510- Natural Gas                                   ,75000,-32750,42250,41194.29,0,1055.71,97.50%
6260-90-90-900-0000-00000-00000-000-528512- Water                                         ,0,0,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-528514- Sewer                                         ,0,0,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-528522- Water and Sewer                               ,22690,10870,33560,28352.34,0,5207.66,84.50%
6260-90-90-900-0000-00000-00000-000-571001- Fleet Maintenance Charges                     ,1225,118,1343,1452.07,0,-109.07,108.10%
6260-90-90-900-0000-00000-00000-000-571002- Fleet Fuel Charges                            ,0,233,233,232.64,0,0.36,99.80%
6260-90-90-900-0000-00000-00000-000-571004- Motor Pool Charges                            ,0,0,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-571999- Contra Fleet Charges                          ,0,0,0,-10.32,0,10.32,0.00%
6260-90-90-900-0000-00000-00000-000-574006- Health Services Charges                       ,0,0,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-574008- Charges - Cost Allocations                    ,0,0,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-711101- Principal Payments                            ,0,160000,160000,157975.54,0,2024.46,98.70%
6260-90-90-900-0000-00000-00000-000-712101- Interest Expense                              ,303091,-160000,143091,108846.39,0,34244.61,76.10%
,,,,,,,
62690900,Civ Ctr Fd - Civic Center Admi,,,,,,
,,,,,,,
6260-99-90-900-0000-00000-00000-000-498101- Oper Transfers Gen Fd Subsidy                 ,-695685,0,-695685,-662594,0,-33091,95.20%
6260-99-90-900-0000-00000-00000-000-800627- Transfer to Civic Center Cap                  ,0,0,0,0,0,0,0.00%
,,,,,,,
TOTAL Civic Center Administration   ,-233511,8527,-224984,-354337.86,0,129354.22,157.50%
,,,,,,,
,,,,,,,
901,Event Personnel Division,,,,,,
,,,,,,,
62600901,Civ Ctr Fd - Event Personnel,,,,,,
,,,,,,,
6260-90-90-901-0000-00000-00000-000-450512- Staff Reimbursement                           ,-130000,0,-130000,-131846.45,0,1846.45,101.40%
6260-90-90-901-0000-00000-00000-000-511001- Compensation - Full Time Reg                  ,50502,0,50502,51823.65,0,-1321.65,102.60%
6260-90-90-901-0000-00000-00000-000-511003- Compensation - Temp/Seasonal                  ,91016,4741,95757,86131.16,0,9625.84,89.90%
6260-90-90-901-0000-00000-00000-000-511004- Compensation - Overtime                       ,2539,3311,5850,4490.9,0,1359.1,76.80%
6260-90-90-901-0000-00000-00000-000-512001- FICA Tax Expense                              ,10732,0,10732,10294.4,0,437.6,95.90%
6260-90-90-901-0000-00000-00000-000-512002- Employer - LGERS                              ,3649,0,3649,3501.86,0,147.14,96.00%
6260-90-90-901-0000-00000-00000-000-512005- Employer - 401(K)                             ,2652,0,2652,2595.65,0,56.35,97.90%
6260-90-90-901-0000-00000-00000-000-512014- Group Insurance Expense                       ,8925,2102,11027,10520.12,0,506.88,95.40%
6260-90-90-901-0000-00000-00000-000-512024- OPEB Pension Contributions                    ,0,0,0,0,0,0,0.00%
,,,,,,,
TOTAL Event Personnel Division      ,40015,10154,50169,37511.29,0,12657.71,74.80%
,,,,,,,
,,,,,,,
902,Operations Division,,,,,,
,,,,,,,
62600902,Civ Ctr Fd - Maintenance,,,,,,
,,,,,,,
6260-90-90-902-0000-00000-00000-000-511001- Compensation - Full Time Reg                  ,342213,-50091,292122,288902.61,0,3219.39,98.90%
6260-90-90-902-0000-00000-00000-000-511002- Compensation - Part Time                      ,0,0,0,0,0,0,0.00%
6260-90-90-902-0000-00000-00000-000-511003- Compensation - Temp/Seasonal                  ,10284,16158,26442,21601.02,0,4840.98,81.70%
6260-90-90-902-0000-00000-00000-000-511004- Compensation - Overtime                       ,16620,-9447,7173,8801.74,0,-1628.74,122.70%
6260-90-90-902-0000-00000-00000-000-511008- Compensation - Stand By Pay                   ,0,2500,2500,2419,0,81,96.80%
6260-90-90-902-0000-00000-00000-000-512001- FICA Tax Expense                              ,23190,4026,27216,23655.61,0,3560.39,86.90%
6260-90-90-902-0000-00000-00000-000-512002- Employer - LGERS                              ,21248,0,21248,20197.04,0,1050.96,95.10%
6260-90-90-902-0000-00000-00000-000-512005- Employer - 401(K)                             ,15442,0,15442,14968.2,0,473.8,96.90%
6260-90-90-902-0000-00000-00000-000-512012- Vehicle Allowance                             ,0,0,0,0,0,0,0.00%
6260-90-90-902-0000-00000-00000-000-512014- Group Insurance Expense                       ,71423,0,71423,59257.24,0,12165.76,83.00%
6260-90-90-902-0000-00000-00000-000-512024- OPEB Pension Contributions                    ,0,0,0,0,0,0,0.00%
,,,,,,,
TOTAL Operations Division           ,500420,-36854,463566,439802.46,0,23763.54,94.90%
,,,,,,,
,,,,,,,
903,Ticket Office,,,,,,
,,,,,,,
62600903,Civ Ctr Fd - Ticket Office,,,,,,
,,,,,,,
6260-90-90-903-0000-00000-00000-000-450358- Civic Center Ticket Office                    ,-50000,0,-50000,-38673.55,0,-11326.45,77.30%
6260-90-90-903-0000-00000-00000-000-450359- Civic Ctr Ticket Office Hdlng                 ,0,-170000,-170000,-584468.65,0,414468.65,343.80%
6260-90-90-903-0000-00000-00000-000-511001- Compensation - Full Time Reg                  ,87486,-6269,81217,79586.82,0,1630.18,98.00%
6260-90-90-903-0000-00000-00000-000-511002- Compensation - Part Time                      ,0,0,0,0,0,0,0.00%
6260-90-90-903-0000-00000-00000-000-511003- Compensation - Temp/Seasonal                  ,25000,3276,28276,27903.32,0,372.68,98.70%
6260-90-90-903-0000-00000-00000-000-511004- Compensation - Overtime                       ,830,0,830,246.06,0,583.94,29.60%
6260-90-90-903-0000-00000-00000-000-512001- FICA Tax Expense                              ,8749,0,8749,7835.89,0,913.11,89.60%
6260-90-90-903-0000-00000-00000-000-512002- Employer - LGERS                              ,6075,0,6075,5365.78,0,709.22,88.30%
6260-90-90-903-0000-00000-00000-000-512005- Employer - 401(K)                             ,4416,0,4416,3979.2,0,436.8,90.10%
6260-90-90-903-0000-00000-00000-000-512014- Group Insurance Expense                       ,26778,0,26778,20778.64,0,5999.36,77.60%
6260-90-90-903-0000-00000-00000-000-512024- OPEB Pension Contributions                    ,0,0,0,0,0,0,0.00%
,,,,,,,
TOTAL Ticket Office                 ,109334,-172993,-63659,-477446.49,0,413787.49,750.00%
,,,,,,,
,,,,,,,
904,Concessions Division,,,,,,
,,,,,,,
62600904,Civ Ctr Fd - Concessions,,,,,,
,,,,,,,
6260-90-90-904-0000-00000-00000-000-450355- Wrist Band Sales                              ,-100000,0,-100000,-64893.84,0,-35106.16,64.90%
6260-90-90-904-0000-00000-00000-000-450405- Commissions - Catering                        ,-7000,0,-7000,-13684.68,0,6684.68,195.50%
6260-90-90-904-0000-00000-00000-000-450502- Vending Sales                                 ,-12000,0,-12000,-3349.11,0,-8650.89,27.90%
6260-90-90-904-0000-00000-00000-000-450504- Food sales                                    ,-215033,0,-215033,-219239.8,0,4206.8,102.00%
6260-90-90-904-0000-00000-00000-000-450507- Concessions - Mixed Beverages                 ,-150000,0,-150000,-85618.5,0,-64381.5,57.10%
6260-90-90-904-0000-00000-00000-000-450508- Concessions - Beer & Wine                     ,-350000,0,-350000,-306103.66,0,-43896.34,87.50%
6260-90-90-904-0000-00000-00000-000-450510- Catering In - House                           ,-25000,0,-25000,-35469.17,0,10469.17,141.90%
6260-90-90-904-0000-00000-00000-000-450511- Novelty Sales                                 ,-50000,0,-50000,-37232.66,0,-12767.34,74.50%
6260-90-90-904-0000-00000-00000-000-511001- Compensation - Full Time Reg                  ,144219,-44143,100076,106798.1,0,-6722.1,106.70%
6260-90-90-904-0000-00000-00000-000-511002- Compensation - Part Time                      ,0,0,0,0,0,0,0.00%
6260-90-90-904-0000-00000-00000-000-511003- Compensation - Temp/Seasonal                  ,64691,2550,67241,69908.81,0,-2667.81,104.00%
6260-90-90-904-0000-00000-00000-000-511004- Compensation - Overtime                       ,1523,0,1523,1355.23,0,167.77,89.00%
6260-90-90-904-0000-00000-00000-000-512001- FICA Tax Expense                              ,15106,-2519,12587,13104.07,0,-517.07,104.10%
6260-90-90-904-0000-00000-00000-000-512002- Employer - LGERS                              ,9338,-2593,6745,6929.35,0,-184.35,102.70%
6260-90-90-904-0000-00000-00000-000-512005- Employer - 401(K)                             ,6787,-1783,5004,5136.59,0,-132.59,102.60%
6260-90-90-904-0000-00000-00000-000-512014- Group Insurance Expense                       ,26774,0,26774,19517.21,0,7256.79,72.90%
6260-90-90-904-0000-00000-00000-000-512024- OPEB Pension Contributions                    ,0,0,0,0,0,0,0.00%
6260-90-90-904-0000-00000-00000-000-521001- Contracted Services                           ,18240,3400,21640,20427.35,0,1212.65,94.40%
6260-90-90-904-0000-00000-00000-000-521002- Professional Services                         ,0,0,0,0,0,0,0.00%
6260-90-90-904-0000-00000-00000-000-524001- Supplies - Other                              ,2100,1870,3970,3406.67,0,563.33,85.80%
6260-90-90-904-0000-00000-00000-000-524005- Supplies - Uniforms                           ,500,-500,0,0,0,0,0.00%
6260-90-90-904-0000-00000-00000-000-524101- Materials                                     ,8500,-700,7800,7361.21,0,438.79,94.40%
6260-90-90-904-0000-00000-00000-000-526202- Purchases for Resale - Beer                   ,58350,9146,67496,69797.68,0,-2301.68,103.40%
6260-90-90-904-0000-00000-00000-000-526203- Purch Resale - Mixed Beverage                 ,25750,3620,29370,29362.4,0,7.6,100.00%
6260-90-90-904-0000-00000-00000-000-526204- Purch for Resale - Concessions                ,106897,49128,156025,129782.17,0,26242.47,83.20%
6260-90-90-904-0000-00000-00000-000-526205- Purch Resale - Vending Machine                ,1000,-1000,0,0,0,0,0.00%
6260-90-90-904-0000-00000-00000-000-528001- Licenses Taxes & Fees                         ,3000,-1270,1730,1630,0,100,94.20%
6260-90-90-904-0000-00000-00000-000-528005- Bank Fees                                     ,0,5410,5410,4581.01,0,828.99,84.70%
6260-90-90-904-0000-00000-00000-000-528007- Sales Tax-Non Refundable                      ,0,0,0,0,0,0,0.00%
6260-90-90-904-0000-00000-00000-000-528012- Overages & Shortages                          ,0,550,550,441.66,0,108.34,80.30%
6260-90-90-904-0000-00000-00000-000-528016- Show Settlement Expense                       ,0,170000,170000,170122.49,0,-122.49,100.10%
6260-90-90-904-0000-00000-00000-000-614101- Mach & Equipment                              ,0,0,0,0,0,0,0.00%
6260-90-90-904-0000-00000-00000-000-616101- Other Capital Outlay                          ,0,0,0,0,0,0,0.00%
,,,,,,,
62609040,Promotional Events,,,,,,
,,,,,,,
6260-80-90-904-9040-00000-00000-000-483305- Sponsorships                                  ,0,0,0,0,0,0,0.00%
6260-80-90-904-9040-00000-00000-000-526204- Purch for Resale - Concessions                ,0,0,0,0,0,0,0.00%
6260-80-90-904-9040-00000-00000-000-526206- Purch for Resale - Catering                   ,0,0,0,0,0,0,0.00%
6260-80-90-904-9040-00000-00000-000-528018- Promotional Tickets                           ,0,0,0,0,0,0,0.00%
,,,,,,,
TOTAL Concessions Division          ,-416258,191166,-225092,-105929.42,0,-119162.94,47.10%
,,,,,,,
,,,,,,,
905,Civic Center Capital Division,,,,,,
,,,,,,,
62600905,Civ Ctr Fd - Civic Center Capl,,,,,,
,,,,,,,
6260-90-90-905-0000-00000-00000-000-581091- Depreciation Expense                          ,0,0,0,0,0,0,0.00%
,,,,,,,
TOTAL Civic Center Capital Division ,0,0,0,0,0,0,0.00%
,,,,,,,
,,,,,,,
999,CAFR Preparation,,,,,,
,,,,,,,
62600999,CAFR Preparation,,,,,,
,,,,,,,
6260-90-90-999-0000-00000-00000-000-486100- Gain/Loss on Disposal of CA                   ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-492000- Installment Purch Proceed                     ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-492001- Installment Purch Premiums                    ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-499910- Other Financing Sources- PPA                  ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-511001- Compensation - Full Time Reg                  ,0,0,0,-18597.09,0,18597.09,0.00%
6260-90-90-999-0000-00000-00000-000-512001- FICA Tax Expense                              ,0,0,0,-1422.68,0,1422.68,0.00%
6260-90-90-999-0000-00000-00000-000-512002- Employer - LGERS                              ,0,0,0,-638.5,0,638.5,0.00%
6260-90-90-999-0000-00000-00000-000-512005- Employer - 401(K)                             ,0,0,0,-929.85,0,929.85,0.00%
6260-90-90-999-0000-00000-00000-000-512019- Retiree OPEB Expense                          ,0,0,0,7650.61,0,-7650.61,0.00%
6260-90-90-999-0000-00000-00000-000-512024- OPEB Pension Contributions                    ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-521001- Contracted Services                           ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-521002- Professional Services                         ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-581091- Depreciation Expense                          ,0,0,0,608049.77,0,-608049.77,0.00%
6260-90-90-999-0000-00000-00000-000-611101- Land                                          ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-612101- Buildings                                     ,0,0,0,-1380382.26,0,1380382.26,0.00%
6260-90-90-999-0000-00000-00000-000-614101- Mach & Equipment                              ,0,0,0,-5645.85,0,5645.85,0.00%
6260-90-90-999-0000-00000-00000-000-616101- Other Capital Outlay                          ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-711101- Principal Payments                            ,0,0,0,-157975.54,0,157975.54,0.00%
6260-90-90-999-0000-00000-00000-000-712101- Interest Expense                              ,0,0,0,32298.5,0,-32298.5,0.00%
6260-90-90-999-0000-00000-00000-000-712220- Amortization of Prem/Discount                 ,0,0,0,-16998.83,0,16998.83,0.00%
6260-90-90-999-0000-00000-00000-000-712302- Capitalized Int. - Buildings                  ,0,0,0,-5077.08,0,5077.08,0.00%
6260-90-90-999-0000-00000-00000-000-800910- Other Financing Uses- PPA                     ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-810001- Loss on Sale of Capital Assets                ,0,0,0,0,0,0,0.00%
,,,,,,,
TOTAL CAFR Preparation              ,0,0,0,-939668.8,0,939668.8,0.00%
,,,,,,,
TOTAL Civic Center Department       ,0,0,0,-1400068.82,0,1400068.82,0.00%
,,,,,,,
TOTAL Civic Center Fund             ,0,0,0,-1400068.82,0,1400068.82,0.00%
,,,,,,,
TOTAL REVENUES,-2508078,-192178,-2700256,-2984127.98,0,283871.89,
TOTAL EXPENSES,2508078,192178,2700256,1584059.16,0,1116196.93,
,,,,,,,
GRAND TOTAL,0,0,0,-1400068.82,0,1400068.82,0.00%
