6260-90-90-900-0000-00000-00000-000-524009- Services - Postage                            ,2000,0,2000,1575.48,0,424.52,78.80%
6260-90-90-900-0000-00000-00000-000-524101- Materials                                     ,25000,11000,36000,38197.48,0,-2197.48,106.10%
6260-90-90-900-0000-00000-00000-000-525001- Insurance & Bonds                             ,20069,0,20069,20069,0,0,100.00%
6260-90-90-900-0000-00000-00000-000-528001- Licenses Taxes & Fees                         ,0,208,208,208,0,0,100.00%
6260-90-90-900-0000-00000-00000-000-528502- Telephone                                     ,8000,0,8000,25479.32,0,-17479.32,318.50%
6260-90-90-900-0000-00000-00000-000-528504- Radio Charges                                 ,500,0,500,0,0,500,0.00%
6260-90-90-900-0000-00000-00000-000-528505- Cellular Usage                                ,2500,0,2500,1769,0,731,70.80%
6260-90-90-900-0000-00000-00000-000-528506- Pager Service                                 ,200,0,200,0,0,200,0.00%
6260-90-90-900-0000-00000-00000-000-528507- Radio Lines                                   ,1500,0,1500,0,0,1500,0.00%
6260-90-90-900-0000-00000-00000-000-528508- Electricity                                   ,186040,-15000,171040,176009.03,0,-4969.03,102.90%
6260-90-90-900-0000-00000-00000-000-528510- Natural Gas                                   ,75000,-20000,55000,38955.22,0,16044.78,70.80%
6260-90-90-900-0000-00000-00000-000-528512- Water                                         ,0,0,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-528514- Sewer                                         ,0,0,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-528522- Water and Sewer                               ,22690,5000,27690,32110.86,0,-4420.86,116.00%
6260-90-90-900-0000-00000-00000-000-571001- Fleet Maintenance Charges                     ,1225,-731,494,841.02,0,-347.02,170.20%
6260-90-90-900-0000-00000-00000-000-571002- Fleet Fuel Charges                            ,0,731,731,234.46,0,496.54,32.10%
6260-90-90-900-0000-00000-00000-000-571004- Motor Pool Charges                            ,0,0,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-571999- Contra Fleet Charges                          ,0,0,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-574006- Health Services Charges                       ,0,0,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-574008- Charges - Cost Allocations                    ,0,0,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-711101- Principal Payments                            ,0,0,0,0,0,0,0.00%
6260-90-90-900-0000-00000-00000-000-712101- Interest Expense                              ,0,0,0,0,0,0,0.00%
,,,,,,,
62690900,Civ Ctr Fd - Civic Center Admi,,,,,,
,,,,,,,
6260-99-90-900-0000-00000-00000-000-498101- Oper Transfers Gen Fd Subsidy                 ,-392594,0,-392594,-392594,0,0,100.00%
6260-99-90-900-0000-00000-00000-000-800627- Transfer to Civic Center Cap                  ,0,394296,394296,313296,0,81000,79.50%
,,,,,,,
TOTAL Civic Center Administration   ,-256482,80368,-176114,227342.01,0,-403456.67,-129.10%
,,,,,,,
,,,,,,,
901,Event Personnel Division,,,,,,
,,,,,,,
62600901,Civ Ctr Fd - Event Personnel,,,,,,
,,,,,,,
6260-90-90-901-0000-00000-00000-000-450512- Staff Reimbursement                           ,-130000,0,-130000,-125448.9,0,-4551.1,96.50%
6260-90-90-901-0000-00000-00000-000-511001- Compensation - Full Time Reg                  ,50002,1998,52000,51945.78,0,54.22,99.90%
6260-90-90-901-0000-00000-00000-000-511003- Compensation - Temp/Seasonal                  ,91016,0,91016,95757.42,0,-4741.42,105.20%
6260-90-90-901-0000-00000-00000-000-511004- Compensation - Overtime                       ,2514,0,2514,141.21,0,2372.79,5.60%
6260-90-90-901-0000-00000-00000-000-512001- FICA Tax Expense                              ,10626,0,10626,10962.35,0,-336.35,103.20%
6260-90-90-901-0000-00000-00000-000-512002- Employer - LGERS                              ,3613,0,3613,3619.92,0,-6.92,100.20%
6260-90-90-901-0000-00000-00000-000-512005- Employer - 401(K)                             ,2626,0,2626,2630.66,0,-4.66,100.20%
6260-90-90-901-0000-00000-00000-000-512014- Group Insurance Expense                       ,8925,0,8925,8925,0,0,100.00%
6260-90-90-901-0000-00000-00000-000-512024- OPEB Pension Contributions                    ,0,3257,3257,3256.02,0,0.98,100.00%
,,,,,,,
TOTAL Event Personnel Division      ,39322,5255,44577,51789.46,0,-7212.46,116.20%
,,,,,,,
,,,,,,,
902,Operations Division,,,,,,
,,,,,,,
62600902,Civ Ctr Fd - Maintenance,,,,,,
,,,,,,,
6260-90-90-902-0000-00000-00000-000-511001- Compensation - Full Time Reg                  ,289320,-14320,275000,273898.06,0,1101.94,99.60%
6260-90-90-902-0000-00000-00000-000-511002- Compensation - Part Time                      ,0,0,0,0,0,0,0.00%
6260-90-90-902-0000-00000-00000-000-511003- Compensation - Temp/Seasonal                  ,10284,13453,23737,31704.19,0,-7967.19,133.60%
6260-90-90-902-0000-00000-00000-000-511004- Compensation - Overtime                       ,16455,0,16455,5252.22,0,11202.78,31.90%
6260-90-90-902-0000-00000-00000-000-511008- Compensation - Stand By Pay                   ,0,0,0,2278.57,0,-2278.57,0.00%
6260-90-90-902-0000-00000-00000-000-512001- FICA Tax Expense                              ,22960,0,22960,22689.27,0,270.73,98.80%
6260-90-90-902-0000-00000-00000-000-512002- Employer - LGERS                              ,21038,0,21038,19329.86,0,1708.14,91.90%
6260-90-90-902-0000-00000-00000-000-512005- Employer - 401(K)                             ,15289,0,15289,14047.8,0,1241.2,91.90%
6260-90-90-902-0000-00000-00000-000-512012- Vehicle Allowance                             ,0,0,0,0,0,0,0.00%
6260-90-90-902-0000-00000-00000-000-512014- Group Insurance Expense                       ,71423,0,71423,71423,0,0,100.00%
6260-90-90-902-0000-00000-00000-000-512024- OPEB Pension Contributions                    ,0,18840,18840,18839.88,0,0.12,100.00%
,,,,,,,
TOTAL Operations Division           ,446769,17973,464742,459462.85,0,5279.15,98.90%
,,,,,,,
,,,,,,,
903,Ticket Office,,,,,,
,,,,,,,
62600903,Civ Ctr Fd - Ticket Office,,,,,,
,,,,,,,
6260-90-90-903-0000-00000-00000-000-450358- Civic Center Ticket Office                    ,-50000,0,-50000,-37305.38,0,-12694.62,74.60%
6260-90-90-903-0000-00000-00000-000-450359- Civic Ctr Ticket Office Hdlng                 ,0,0,0,-43725.28,0,43725.28,0.00%
6260-90-90-903-0000-00000-00000-000-511001- Compensation - Full Time Reg                  ,86620,-5520,81100,80648.88,0,451.12,99.40%
6260-90-90-903-0000-00000-00000-000-511002- Compensation - Part Time                      ,0,0,0,0,0,0,0.00%
6260-90-90-903-0000-00000-00000-000-511003- Compensation - Temp/Seasonal                  ,25000,0,25000,32276.06,0,-7276.06,129.10%
6260-90-90-903-0000-00000-00000-000-511004- Compensation - Overtime                       ,822,0,822,259.61,0,562.39,31.60%
6260-90-90-903-0000-00000-00000-000-512001- FICA Tax Expense                              ,8662,0,8662,8235.73,0,426.27,95.10%
6260-90-90-903-0000-00000-00000-000-512002- Employer - LGERS                              ,6015,0,6015,5562.13,0,452.87,92.50%
6260-90-90-903-0000-00000-00000-000-512005- Employer - 401(K)                             ,4372,0,4372,4042.36,0,329.64,92.50%
6260-90-90-903-0000-00000-00000-000-512014- Group Insurance Expense                       ,26778,0,26778,26778,0,0,100.00%
6260-90-90-903-0000-00000-00000-000-512024- OPEB Pension Contributions                    ,0,5641,5641,5640.5,0,0.5,100.00%
,,,,,,,
TOTAL Ticket Office                 ,108269,121,108390,82412.61,0,25977.39,76.00%
,,,,,,,
,,,,,,,
904,Concessions Division,,,,,,
,,,,,,,
62600904,Civ Ctr Fd - Concessions,,,,,,
,,,,,,,
6260-90-90-904-0000-00000-00000-000-450355- Wrist Band Sales                              ,-100000,0,-100000,-37629,0,-62371,37.60%
6260-90-90-904-0000-00000-00000-000-450405- Commissions - Catering                        ,-7000,0,-7000,-5837.12,0,-1162.88,83.40%
6260-90-90-904-0000-00000-00000-000-450502- Vending Sales                                 ,-12000,0,-12000,-5094.69,0,-6905.31,42.50%
6260-90-90-904-0000-00000-00000-000-450504- Food sales                                    ,-205000,-49200,-254200,-200884.71,0,-53315.29,79.00%
6260-90-90-904-0000-00000-00000-000-450507- Concessions - Mixed Beverages                 ,-120000,-28800,-148800,-81643.91,0,-67156.09,54.90%
6260-90-90-904-0000-00000-00000-000-450508- Concessions - Beer & Wine                     ,-300000,-72000,-372000,-255330.63,0,-116669.37,68.60%
6260-90-90-904-0000-00000-00000-000-450510- Catering In - House                           ,-25000,0,-25000,-16389.78,0,-8610.22,65.60%
6260-90-90-904-0000-00000-00000-000-450511- Novelty Sales                                 ,-50000,0,-50000,-26882.73,0,-23117.27,53.80%
6260-90-90-904-0000-00000-00000-000-511001- Compensation - Full Time Reg                  ,132890,-12890,120000,115426.18,0,4573.82,96.20%
6260-90-90-904-0000-00000-00000-000-511002- Compensation - Part Time                      ,0,0,0,0,0,0,0.00%
6260-90-90-904-0000-00000-00000-000-511003- Compensation - Temp/Seasonal                  ,64691,0,64691,64460.73,0,230.27,99.60%
6260-90-90-904-0000-00000-00000-000-511004- Compensation - Overtime                       ,1508,0,1508,139.57,0,1368.43,9.30%
6260-90-90-904-0000-00000-00000-000-512001- FICA Tax Expense                              ,14956,0,14956,13309.11,0,1646.89,89.00%
6260-90-90-904-0000-00000-00000-000-512002- Employer - LGERS                              ,9246,0,9246,7379.23,0,1866.77,79.80%
6260-90-90-904-0000-00000-00000-000-512005- Employer - 401(K)                             ,6720,0,6720,5362.96,0,1357.04,79.80%
6260-90-90-904-0000-00000-00000-000-512014- Group Insurance Expense                       ,26774,0,26774,26774,0,0,100.00%
6260-90-90-904-0000-00000-00000-000-512024- OPEB Pension Contributions                    ,0,8654,8654,8653.5,0,0.5,100.00%
6260-90-90-904-0000-00000-00000-000-521001- Contracted Services                           ,18240,3900,22140,16921.77,0,5218.23,76.40%
6260-90-90-904-0000-00000-00000-000-521002- Professional Services                         ,0,0,0,0,0,0,0.00%
6260-90-90-904-0000-00000-00000-000-524001- Supplies - Other                              ,2100,0,2100,3986.76,0,-1886.76,189.80%
6260-90-90-904-0000-00000-00000-000-524005- Supplies - Uniforms                           ,500,0,500,15,0,485,3.00%
6260-90-90-904-0000-00000-00000-000-524101- Materials                                     ,8500,4734,13234,9599.01,0,3634.99,72.50%
6260-90-90-904-0000-00000-00000-000-526202- Purchases for Resale - Beer                   ,58350,0,58350,57570.17,0,779.83,98.70%
6260-90-90-904-0000-00000-00000-000-526203- Purch Resale - Mixed Beverage                 ,25750,0,25750,10126.7,0,15623.3,39.30%
6260-90-90-904-0000-00000-00000-000-526204- Purch for Resale - Concessions                ,106897,35779,142676,114762.39,0,27913.93,80.40%
6260-90-90-904-0000-00000-00000-000-526205- Purch Resale - Vending Machine                ,1000,0,1000,0,0,1000,0.00%
6260-90-90-904-0000-00000-00000-000-528001- Licenses Taxes & Fees                         ,3000,0,3000,1575,0,1425,52.50%
6260-90-90-904-0000-00000-00000-000-528005- Bank Fees                                     ,0,6100,6100,3707.34,0,2392.66,60.80%
6260-90-90-904-0000-00000-00000-000-528007- Sales Tax-Non Refundable                      ,0,0,0,0,0,0,0.00%
6260-90-90-904-0000-00000-00000-000-528012- Overages & Shortages                          ,0,0,0,140,0,-140,0.00%
6260-90-90-904-0000-00000-00000-000-528016- Show Settlement Expense                       ,0,0,0,0,0,0,0.00%
6260-90-90-904-0000-00000-00000-000-614101- Mach & Equipment                              ,0,6,6,0,0,6.34,0.00%
6260-90-90-904-0000-00000-00000-000-616101- Other Capital Outlay                          ,0,0,0,0,0,0,0.00%
,,,,,,,
62609040,Promotional Events,,,,,,
,,,,,,,
6260-80-90-904-9040-00000-00000-000-483305- Sponsorships                                  ,0,0,0,-10000,0,10000,0.00%
6260-80-90-904-9040-00000-00000-000-526204- Purch for Resale - Concessions                ,0,0,0,0,0,0,0.00%
6260-80-90-904-9040-00000-00000-000-526206- Purch for Resale - Catering                   ,0,0,0,0,0,0,0.00%
6260-80-90-904-9040-00000-00000-000-528018- Promotional Tickets                           ,0,0,0,0,0,0,0.00%
,,,,,,,
TOTAL Concessions Division          ,-337878,-103717,-441595,-179783.15,0,-261811.19,40.70%
,,,,,,,
,,,,,,,
905,Civic Center Capital Division,,,,,,
,,,,,,,
62600905,Civ Ctr Fd - Civic Center Capl,,,,,,
,,,,,,,
6260-90-90-905-0000-00000-00000-000-581091- Depreciation Expense                          ,0,0,0,0,0,0,0.00%
,,,,,,,
TOTAL Civic Center Capital Division ,0,0,0,0,0,0,0.00%
,,,,,,,
,,,,,,,
999,CAFR Preparation,,,,,,
,,,,,,,
62600999,CAFR Preparation,,,,,,
,,,,,,,
6260-90-90-999-0000-00000-00000-000-486100- Gain/Loss on Disposal of CA                   ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-492000- Installment Purch Proceed                     ,0,0,0,3217975.54,0,-3217975.54,0.00%
6260-90-90-999-0000-00000-00000-000-492001- Installment Purch Premiums                    ,0,0,0,339976.6,0,-339976.6,0.00%
6260-90-90-999-0000-00000-00000-000-499910- Other Financing Sources- PPA                  ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-511001- Compensation - Full Time Reg                  ,0,0,0,2531.02,0,-2531.02,0.00%
6260-90-90-999-0000-00000-00000-000-512001- FICA Tax Expense                              ,0,0,0,193.62,0,-193.62,0.00%
6260-90-90-999-0000-00000-00000-000-512002- Employer - LGERS                              ,0,0,0,160.72,0,-160.72,0.00%
6260-90-90-999-0000-00000-00000-000-512005- Employer - 401(K)                             ,0,0,0,126.55,0,-126.55,0.00%
6260-90-90-999-0000-00000-00000-000-512019- Retiree OPEB Expense                          ,0,0,0,34447.86,0,-34447.86,0.00%
6260-90-90-999-0000-00000-00000-000-512024- OPEB Pension Contributions                    ,0,0,0,-45683.57,0,45683.57,0.00%
6260-90-90-999-0000-00000-00000-000-521001- Contracted Services                           ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-521002- Professional Services                         ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-581091- Depreciation Expense                          ,0,0,0,418445.4,0,-418445.4,0.00%
6260-90-90-999-0000-00000-00000-000-611101- Land                                          ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-612101- Buildings                                     ,0,0,0,-5378660.46,0,5378660.46,0.00%
6260-90-90-999-0000-00000-00000-000-614101- Mach & Equipment                              ,0,0,0,-1330450.2,0,1330450.2,0.00%
6260-90-90-999-0000-00000-00000-000-616101- Other Capital Outlay                          ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-711101- Principal Payments                            ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-712101- Interest Expense                              ,0,0,0,1589,0,-1589,0.00%
6260-90-90-999-0000-00000-00000-000-712220- Amortization of Prem/Discount                 ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-712302- Capitalized Int. - Buildings                  ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-800910- Other Financing Uses- PPA                     ,0,0,0,0,0,0,0.00%
6260-90-90-999-0000-00000-00000-000-810001- Loss on Sale of Capital Assets                ,0,0,0,59066.68,0,-59066.68,0.00%
,,,,,,,
TOTAL CAFR Preparation              ,0,0,0,-2680281.24,0,2680281.24,0.00%
,,,,,,,
TOTAL Civic Center Department       ,0,0,0,-2039057.46,0,2039057.46,0.00%
,,,,,,,
TOTAL Civic Center Fund             ,0,0,0,-2039057.46,0,2039057.46,0.00%
,,,,,,,
TOTAL REVENUES,-2105854,-644072,-2749926,1671843.27,0,-4421769.19,
TOTAL EXPENSES,2105854,644072,2749926,-3710900.73,0,6460826.65,
,,,,,,,
GRAND TOTAL,0,0,0,-2039057.46,0,2039057.46,0.00%
